branch_no,branch,department_no,department,head,head_no,name,party,state,district,president,start_date,end_date,birth_country
2,executive,3,Department of State,Secretary of State,49.0,James F. Byrnes,Democratic,,,Harry S. Truman,,,United States
2,executive,3,Department of State,Secretary of State,50.0,George C. Marshall,Independent,,,Harry S. Truman,,,United States
2,executive,3,Department of State,Secretary of State,51.0,Dean Acheson,Democratic,,,Harry S. Truman,,,United States
2,executive,3,Department of State,Secretary of State,52.0,John Foster Dulles,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,3,Department of State,Secretary of State,53.0,Christian Herter,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,3,Department of State,Secretary of State,54.0,Dean Rusk,Democratic,,,Lyndon B. Johnson,,,United States
2,executive,3,Department of State,Secretary of State,55.0,William P. Rogers,Republican,,,Richard Nixon,,,United States
2,executive,3,Department of State,Secretary of State,56.0,Henry Kissinger,Republican,,,Richard Nixon,,,Germany
2,executive,3,Department of State,Secretary of State,57.0,Cyrus Vance,Democratic,,,Jimmy Carter,,,United States
2,executive,3,Department of State,Secretary of State,58.0,Edmund Muskie,Democratic,,,Jimmy Carter,,,United States
2,executive,3,Department of State,Secretary of State,59.0,Alexander Haig,Republican,,,Ronald Reagan,,,United States
2,executive,3,Department of State,Secretary of State,60.0,George Shultz,Republican,,,Ronald Reagan,,,United States
2,executive,3,Department of State,Secretary of State,61.0,James Baker,Republican,,,George H. W. Bush,,,United States
2,executive,3,Department of State,Secretary of State,62.0,Lawrence Eagleburger,Republican,,,George H. W. Bush,,,United States
2,executive,3,Department of State,Secretary of State,63.0,Warren Christopher,Democratic,,,Bill Clinton,,,United States
2,executive,3,Department of State,Secretary of State,64.0,Madeleine Albright,Democratic,,,Bill Clinton,,,Czech Republic
2,executive,3,Department of State,Secretary of State,65.0,Colin Powell,Republican,,,George W. Bush,,,United States
2,executive,3,Department of State,Secretary of State,66.0,Condoleezza Rice,Republican,,,George W. Bush,,,United States
2,executive,3,Department of State,Secretary of State,67.0,Hillary Clinton,Democratic,,,Barack Obama,,,United States
2,executive,3,Department of State,Secretary of State,68.0,John Kerry,Democratic,,,Barack Obama,,,United States
2,executive,3,Department of State,Secretary of State,69.0,Rex Tillerson,Republican,,,Donald Trump,,,United States
2,executive,3,Department of State,Secretary of State,70.0,Mike Pompeo,Republican,,,Donald Trump,,,United States
2,executive,3,Department of State,Secretary of State,71.0,Antony Blinken,Democratic,,,Joe Biden,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,1.0,Alexander Hamilton,Federalist,,,George Washington,,,Saint Kitts and Nevis
2,executive,4,Department of the Treasury,Secretary of the Treasury,2.0,Oliver Wolcott Jr.,Federalist,,,John Adams,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,3.0,Samuel Dexter,Federalist,,,Thomas Jefferson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,4.0,Albert Gallatin,Democratic-Republican,,,James Madison,,,Switzerland
2,executive,4,Department of the Treasury,Secretary of the Treasury,5.0,George W. Campbell,Democratic-Republican,,,James Madison,,,United Kingdom
2,executive,4,Department of the Treasury,Secretary of the Treasury,6.0,Alexander J. Dallas,Democratic-Republican,,,James Madison,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,7.0,William H. Crawford,Democratic-Republican,,,James Monroe,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,8.0,Richard Rush,Federalist,,,John Quincy Adams,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,9.0,Samuel D. Ingham,Democratic,,,Andrew Jackson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,10.0,Louis McLane,Democratic,,,Andrew Jackson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,11.0,William J. Duane,Democratic,,,Andrew Jackson,,,Ireland
2,executive,4,Department of the Treasury,Secretary of the Treasury,12.0,Roger B. Taney,Democratic,,,Andrew Jackson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,13.0,Levi Woodbury,Democratic,,,Martin Van Buren,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,14.0,Thomas Ewing,Whig,,,William Henry Harrison,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,15.0,Walter Forward,Whig,,,John Tyler,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,16.0,John Canfield Spencer,Whig,,,John Tyler,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,17.0,George M. Bibb,Democratic,,,John Tyler,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,18.0,Robert J. Walker,Democratic,,,James K. Polk,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,19.0,William M. Meredith,Whig,,,Zachary Taylor,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,20.0,Thomas Corwin,Whig,,,Millard Fillmore,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,21.0,James Guthrie,Democratic,,,Franklin Pierce,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,22.0,Howell Cobb,Democratic,,,James Buchanan,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,23.0,Philip Francis Thomas,Democratic,,,James Buchanan,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,24.0,John Adams Dix,Democratic,,,James Buchanan,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,25.0,Salmon P. Chase,Republican,,,Abraham Lincoln,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,26.0,William P. Fessenden,Republican,,,Abraham Lincoln,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,27.0,Hugh McCulloch,Republican,,,Andrew Johnson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,28.0,George S. Boutwell,Republican,,,Ulysses S. Grant,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,29.0,William Adams Richardson,Republican,,,Ulysses S. Grant,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,30.0,Benjamin Bristow,Republican,,,Ulysses S. Grant,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,31.0,Lot M. Morrill,Republican,,,Ulysses S. Grant,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,32.0,John Sherman,Republican,,,Rutherford B. Hayes,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,33.0,William Windom,Republican,,,James A. Garfield,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,34.0,Charles J. Folger,Republican,,,Chester A. Arthur,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,35.0,Walter Q. Gresham,Republican,,,Chester A. Arthur,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,36.0,Hugh McCulloch,Republican,,,Chester A. Arthur,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,37.0,Daniel Manning,Democratic,,,Grover Cleveland,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,38.0,Charles S. Fairchild,Democratic,,,Grover Cleveland,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,39.0,William Windom,Republican,,,Benjamin Harrison,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,40.0,Charles Foster,Republican,,,Benjamin Harrison,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,41.0,John G. Carlisle,Democratic,,,Grover Cleveland,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,42.0,Lyman J. Gage,Republican,,,William McKinley,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,43.0,L. M. Shaw,Republican,,,Theodore Roosevelt,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,44.0,George B. Cortelyou,Republican,,,Theodore Roosevelt,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,45.0,Franklin MacVeagh,Republican,,,William Howard Taft,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,46.0,William Gibbs McAdoo,Democratic,,,Woodrow Wilson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,47.0,Carter Glass,Democratic,,,Woodrow Wilson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,48.0,David F. Houston,Democratic,,,Woodrow Wilson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,49.0,Andrew Mellon,Republican,,,Warren G. Harding,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,50.0,Ogden L. Mills,Republican,,,Herbert Hoover,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,51.0,William H. Woodin,Republican,,,Franklin D. Roosevelt,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,52.0,Henry Morgenthau Jr.,Democratic,,,Franklin D. Roosevelt,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,53.0,Fred M. Vinson,Democratic,,,Harry S. Truman,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,54.0,John Wesley Snyder,Democratic,,,Harry S. Truman,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,55.0,George M. Humphrey,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,56.0,Robert B. Anderson,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,57.0,C. Douglas Dillon,Republican,,,John F. Kennedy,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,58.0,Henry H. Fowler,Democratic,,,Lyndon B. Johnson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,59.0,Joseph W. Barr,Democratic,,,Lyndon B. Johnson,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,60.0,David M. Kennedy,Republican,,,Richard Nixon,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,61.0,John Connally,Democratic,,,Richard Nixon,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,62.0,George Shultz,Republican,,,Richard Nixon,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,63.0,William E. Simon,Republican,,,Gerald Ford,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,64.0,W. Michael Blumenthal,Democratic,,,Jimmy Carter,,,Germany
2,executive,4,Department of the Treasury,Secretary of the Treasury,65.0,G. William Miller,Democratic,,,Jimmy Carter,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,66.0,Donald Regan,Republican,,,Ronald Reagan,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,67.0,James Baker,Republican,,,Ronald Reagan,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,68.0,Nicholas F. Brady,Republican,,,George H. W. Bush,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,69.0,Lloyd Bentsen,Democratic,,,Bill Clinton,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,70.0,Robert Rubin,Democratic,,,Bill Clinton,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,71.0,Lawrence Summers,Democratic,,,Bill Clinton,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,72.0,Paul H. O'Neill,Republican,,,George W. Bush,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,73.0,John W. Snow,Republican,,,George W. Bush,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,74.0,Henry Paulson,Republican,,,George W. Bush,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,75.0,Timothy Geithner,Independent,,,Barack Obama,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,76.0,Jack Lew,Democratic,,,Barack Obama,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,77.0,Steven Mnuchin,Republican,,,Donald Trump,,,United States
2,executive,4,Department of the Treasury,Secretary of the Treasury,78.0,Janet Yellen,Democratic,,,Joe Biden,,,United States
2,executive,5,Department of Defense,Secretary of Defense,1.0,James Forrestal,Democratic,,,Harry S Truman,,,United States
2,executive,5,Department of Defense,Secretary of Defense,2.0,Louis A. Johnson,Democratic,,,Harry S Truman,,,United States
2,executive,5,Department of Defense,Secretary of Defense,3.0,George C. Marshall,Independent,,,Harry S Truman,,,United States
2,executive,5,Department of Defense,Secretary of Defense,4.0,Robert A. Lovett,Republican,,,Harry S Truman,,,United States
2,executive,5,Department of Defense,Secretary of Defense,5.0,Charles Erwin Wilson,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,5,Department of Defense,Secretary of Defense,6.0,Neil H. McElroy,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,5,Department of Defense,Secretary of Defense,7.0,Thomas S. Gates Jr.,Republican,,,Dwight D. Eisenhower,,,United States
2,executive,5,Department of Defense,Secretary of Defense,8.0,Robert McNamara,Republican,,,John F. Kennedy,,,United States
2,executive,5,Department of Defense,Secretary of Defense,9.0,Clark Clifford,Democratic,,,Lyndon B. Johnson,,,United States
2,executive,5,Department of Defense,Secretary of Defense,10.0,Melvin R. Laird,Republican,,,Richard Nixon,,,United States
2,executive,5,Department of Defense,Secretary of Defense,11.0,Elliot Richardson,Republican,,,Richard Nixon,,,United States
2,executive,5,Department of Defense,Secretary of Defense,12.0,James R. Schlesinger,Republican,,,Richard Nixon,,,United States
2,executive,5,Department of Defense,Secretary of Defense,13.0,Donald Rumsfeld,Republican,,,Gerald Ford,,,United States
2,executive,5,Department of Defense,Secretary of Defense,14.0,Harold Brown,Independent,,,Jimmy Carter,,,United States
2,executive,5,Department of Defense,Secretary of Defense,15.0,Caspar Weinberger,Republican,,,Ronald Reagan,,,United States
2,executive,5,Department of Defense,Secretary of Defense,16.0,Frank Carlucci,Republican,,,Ronald Reagan,,,United States
2,executive,5,Department of Defense,Secretary of Defense,17.0,Dick Cheney,Republican,,,George H. W. Bush,,,United States
2,executive,5,Department of Defense,Secretary of Defense,18.0,Leslie Aspin,Democratic,,,Bill Clinton,,,United States
2,executive,5,Department of Defense,Secretary of Defense,19.0,William Perry,Democratic,,,Bill Clinton,,,United States
2,executive,5,Department of Defense,Secretary of Defense,20.0,William Cohen,Republican,,,Bill Clinton,,,United States
2,executive,5,Department of Defense,Secretary of Defense,21.0,Donald Rumsfeld,Republican,,,George W. Bush,,,United States
2,executive,5,Department of Defense,Secretary of Defense,22.0,Robert Gates,Republican,,,George W. Bush,,,United States
2,executive,5,Department of Defense,Secretary of Defense,23.0,Leon Panetta,Democratic,,,Barack Obama,,,United States
2,executive,5,Department of Defense,Secretary of Defense,24.0,Chuck Hagel,Republican,,,Barack Obama,,,United States
2,executive,5,Department of Defense,Secretary of Defense,25.0,Ash Carter,Democratic,,,Barack Obama,,,United States
2,executive,5,Department of Defense,Secretary of Defense,26.0,Jim Mattis,Independent,,,Donald Trump,,,United States
2,executive,5,Department of Defense,Secretary of Defense,27.0,Mark Esper,Republican,,,Donald Trump,,,United States
2,executive,5,Department of Defense,Secretary of Defense,28.0,Lloyd Austin,Independent,,,Joe Biden,,,United States
2,executive,6,Department of Justice,Attorney General,1.0,Edmund Randolph,,,,George Washington,,,United States
2,executive,6,Department of Justice,Attorney General,2.0,William Bradford,,,,George Washington,,,United States
2,executive,6,Department of Justice,Attorney General,3.0,Charles Lee,,,,George Washington,,,United States
2,executive,6,Department of Justice,Attorney General,4.0,Levi Lincoln Sr.,,,,Thomas Jefferson,,,United States
2,executive,6,Department of Justice,Attorney General,5.0,John Breckinridge,,,,Thomas Jefferson,,,United States
2,executive,6,Department of Justice,Attorney General,6.0,Caesar Augustus Rodney,,,,Thomas Jefferson,,,United States
2,executive,6,Department of Justice,Attorney General,7.0,William Pinkney,,,,James Madison,,,United States
2,executive,6,Department of Justice,Attorney General,8.0,Richard Rush,,,,James Madison,,,United States
2,executive,6,Department of Justice,Attorney General,9.0,William Wirt,,,,James Monroe,,,United States
2,executive,6,Department of Justice,Attorney General,10.0,John Macpherson Berrien,,,,Andrew Jackson,,,United States
2,executive,6,Department of Justice,Attorney General,11.0,Roger B. Taney,,,,Andrew Jackson,,,United States
2,executive,6,Department of Justice,Attorney General,12.0,Benjamin Franklin Butler,,,,Andrew Jackson,,,United States
2,executive,6,Department of Justice,Attorney General,13.0,Felix Grundy,,,,Martin Van Buren,,,United States
2,executive,6,Department of Justice,Attorney General,14.0,Henry D. Gilpin,,,,Martin Van Buren,,,United States
2,executive,6,Department of Justice,Attorney General,15.0,John J. Crittenden,,,,William Henry Harrison,,,United States
2,executive,6,Department of Justice,Attorney General,16.0,Hugh S. Legaré,,,,John Tyler,,,United States
2,executive,6,Department of Justice,Attorney General,17.0,John Nelson,,,,John Tyler,,,United States
2,executive,6,Department of Justice,Attorney General,18.0,John Y. Mason,,,,James K. Polk,,,United States
2,executive,6,Department of Justice,Attorney General,19.0,Nathan Clifford,,,,James K. Polk,,,United States
2,executive,6,Department of Justice,Attorney General,20.0,Isaac Toucey,,,,James K. Polk,,,United States
2,executive,6,Department of Justice,Attorney General,21.0,Reverdy Johnson ,,,,Zachary Taylor ,,,United States
2,executive,6,Department of Justice,Attorney General,22.0,John J. Crittenden,,,,Millard Fillmore ,,,United States
2,executive,6,Department of Justice,Attorney General,23.0,Caleb Cushing ,,,,Franklin Pierce ,,,United States
2,executive,6,Department of Justice,Attorney General,24.0,Jeremiah S. Black ,,,,James Buchanan ,,,United States
2,executive,6,Department of Justice,Attorney General,25.0,Edwin Stanton ,,,,James Buchanan ,,,United States
2,executive,6,Department of Justice,Attorney General,26.0,Edward Bates ,,,,Abraham Lincoln ,,,United States
2,executive,6,Department of Justice,Attorney General,27.0,James Speed,,,,Abraham Lincoln ,,,United States
2,executive,6,Department of Justice,Attorney General,28.0,Henry Stanbery ,,,,Andrew Johnson ,,,United States
2,executive,6,Department of Justice,Attorney General,29.0,William M. Evarts ,,,,Andrew Johnson ,,,United States
2,executive,6,Department of Justice,Attorney General,30.0,Ebenezer R. Hoar ,,,,Ulysses S. Grant ,,,United States
2,executive,6,Department of Justice,Attorney General,31.0,Amos T. Akerman ,,,,Ulysses S. Grant ,,,United States
2,executive,6,Department of Justice,Attorney General,32.0,George Henry Williams ,,,,Ulysses S. Grant ,,,United States
2,executive,6,Department of Justice,Attorney General,33.0,Edwards Pierrepont ,,,,Ulysses S. Grant ,,,United States
2,executive,6,Department of Justice,Attorney General,34.0,Alphonso Taft ,,,,Ulysses S. Grant ,,,United States
2,executive,6,Department of Justice,Attorney General,35.0,Charles Devens ,,,,Rutherford B. Hayes ,,,United States
2,executive,6,Department of Justice,Attorney General,36.0,Wayne MacVeagh ,,,,James A. Garfield ,,,United States
2,executive,6,Department of Justice,Attorney General,37.0,Benjamin H. Brewster ,,,,Chester A. Arthur ,,,United States
2,executive,6,Department of Justice,Attorney General,38.0,Augustus Garland ,,,,Grover Cleveland ,,,United States
2,executive,6,Department of Justice,Attorney General,39.0,William H. H. Miller ,,,,Benjamin Harrison ,,,United States
2,executive,6,Department of Justice,Attorney General,40.0,Richard Olney ,,,,Grover Cleveland ,,,United States
2,executive,6,Department of Justice,Attorney General,41.0,Judson Harmon ,,,,Grover Cleveland ,,,United States
2,executive,6,Department of Justice,Attorney General,42.0,Joseph McKenna ,,,,William McKinley ,,,United States
2,executive,6,Department of Justice,Attorney General,43.0,John W. Griggs ,,,,William McKinley ,,,United States
2,executive,6,Department of Justice,Attorney General,44.0,Philander C. Knox ,,,,William McKinley ,,,United States
2,executive,6,Department of Justice,Attorney General,45.0,William Henry Moody ,,,,Theodore Roosevelt ,,,United States
2,executive,6,Department of Justice,Attorney General,46.0,Charles Bonaparte ,,,,Theodore Roosevelt ,,,United States
2,executive,6,Department of Justice,Attorney General,47.0,George W. Wickersham ,,,,William Howard Taft ,,,United States
2,executive,6,Department of Justice,Attorney General,48.0,James C. McReynolds ,,,,Woodrow Wilson ,,,United States
2,executive,6,Department of Justice,Attorney General,49.0,Thomas Watt Gregory ,,,,Woodrow Wilson ,,,United States
2,executive,6,Department of Justice,Attorney General,50.0,A. Mitchell Palmer ,,,,Woodrow Wilson ,,,United States
2,executive,6,Department of Justice,Attorney General,51.0,Harry M. Daugherty ,,,,Warren G. Harding ,,,United States
2,executive,6,Department of Justice,Attorney General,52.0,Harlan F. Stone ,,,,Calvin Coolidge ,,,United States
2,executive,6,Department of Justice,Attorney General,53.0,John G. Sargent ,,,,Calvin Coolidge ,,,United States
2,executive,6,Department of Justice,Attorney General,54.0,William D. Mitchell ,,,,Herbert Hoover ,,,United States
2,executive,6,Department of Justice,Attorney General,55.0,Homer Stille Cummings ,,,,Franklin D. Roosevelt ,,,United States
2,executive,6,Department of Justice,Attorney General,56.0,Frank Murphy ,,,,Franklin D. Roosevelt ,,,United States
2,executive,6,Department of Justice,Attorney General,57.0,Robert H. Jackson ,,,,Franklin D. Roosevelt ,,,United States
2,executive,6,Department of Justice,Attorney General,58.0,Francis Biddle ,,,,Harry S. Truman ,,,United States
2,executive,6,Department of Justice,Attorney General,59.0,Tom C. Clark ,,,,Harry S. Truman ,,,United States
2,executive,6,Department of Justice,Attorney General,60.0,J. Howard McGrath ,,,,Harry S. Truman ,,,United States
2,executive,6,Department of Justice,Attorney General,61.0,James P. McGranery ,,,,Harry S. Truman ,,,United States
2,executive,6,Department of Justice,Attorney General,62.0,Herbert Brownell Jr. ,,,,Dwight D. Eisenhower ,,,United States
2,executive,6,Department of Justice,Attorney General,63.0,William P. Rogers ,,,,Dwight D. Eisenhower ,,,United States
2,executive,6,Department of Justice,Attorney General,64.0,Robert F. Kennedy ,,,,John F. Kennedy ,,,United States
2,executive,6,Department of Justice,Attorney General,65.0,Nicholas Katzenbach ,,,,Lyndon B. Johnson ,,,United States
2,executive,6,Department of Justice,Attorney General,66.0,Ramsey Clark ,,,,Lyndon B. Johnson ,,,United States
2,executive,6,Department of Justice,Attorney General,67.0,John N. Mitchell ,,,,Richard Nixon ,,,United States
2,executive,6,Department of Justice,Attorney General,68.0,Richard Kleindienst ,,,,Richard Nixon ,,,United States
2,executive,6,Department of Justice,Attorney General,69.0,Elliot Richardson ,,,,Richard Nixon ,,,United States
2,executive,6,Department of Justice,Attorney General,70.0,William B. Saxbe ,,,,Richard Nixon ,,,United States
2,executive,6,Department of Justice,Attorney General,71.0,Edward H. Levi ,,,,Gerald Ford ,,,United States
2,executive,6,Department of Justice,Attorney General,72.0,Griffin Bell ,,,,Jimmy Carter ,,,United States
2,executive,6,Department of Justice,Attorney General,73.0,Benjamin Civiletti ,,,,Jimmy Carter ,,,United States
2,executive,6,Department of Justice,Attorney General,74.0,William French Smith ,,,,Ronald Reagan ,,,United States
2,executive,6,Department of Justice,Attorney General,75.0,Edwin Meese ,,,,Ronald Reagan ,,,United States
2,executive,6,Department of Justice,Attorney General,76.0,Dick Thornburgh ,,,,Ronald Reagan ,,,United States
2,executive,6,Department of Justice,Attorney General,77.0,William Barr,,,,George H. W. Bush ,,,United States
2,executive,6,Department of Justice,Attorney General,78.0,Janet Reno ,,,,Bill Clinton ,,,United States
2,executive,6,Department of Justice,Attorney General,79.0,John Ashcroft ,,,,George W. Bush ,,,United States
2,executive,6,Department of Justice,Attorney General,80.0,Alberto Gonzales ,,,,George W. Bush ,,,United States
2,executive,6,Department of Justice,Attorney General,81.0,Michael Mukasey ,,,,George W. Bush ,,,United States
2,executive,6,Department of Justice,Attorney General,82.0,Eric Holder ,,,,Barack Obama ,,,United States
2,executive,6,Department of Justice,Attorney General,83.0,Loretta Lynch ,,,,Barack Obama ,,,United States
2,executive,6,Department of Justice,Attorney General,84.0,Jeff Sessions ,,,,Donald Trump ,,,United States
2,executive,6,Department of Justice,Attorney General,85.0,William Barr,,,,Donald Trump ,,,United States
2,executive,6,Department of Justice,Attorney General,86.0,Merrick Garland ,,,,Joe Biden ,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,1.0,Thomas Ewing,Whig,Ohio,,Zachary Taylor,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,2.0,Thomas M. T. McKennan,Whig,Pennsylvania,,Millard Fillmore,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,3.0,Alexander H. H. Stuart,Whig,Virginia,,Millard Fillmore,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,4.0,Robert McClelland,Democratic,Michigan,,Franklin Pierce,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,5.0,Jacob Thompson,Democratic,Mississippi,,James Buchanan,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,6.0,Caleb B. Smith,Republican,Indiana,,Abraham Lincoln,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,7.0,John P. Usher,Republican,Indiana,,Abraham Lincoln,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,8.0,James Harlan,Republican,Iowa,,Andrew Johnson,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,9.0,Orville H. Browning,Republican,Illinois,,Andrew Johnson,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,10.0,Jacob D. Cox,Republican,Ohio,,Ulysses S. Grant,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,11.0,Columbus Delano,Republican,Ohio,,Ulysses S. Grant,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,12.0,Zachariah Chandler,Republican,Michigan,,Ulysses S. Grant,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,13.0,Carl Schurz,Republican,,,Rutherford B. Hayes,,,Germany
2,executive,7,Department of the Interior,Secretary of the Interior,14.0,Samuel J. Kirkwood,Republican,,,James A. Garfield,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,15.0,Henry M. Teller,Republican,,,Chester A. Arthur,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,16.0,Lucius Q. C. Lamar II,Democratic,,,Grover Cleveland,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,17.0,William F. Vilas,Democratic,,,Grover Cleveland,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,18.0,John W. Noble,Republican,,,Benjamin Harrison,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,19.0,Hoke Smith,Democratic,,,Grover Cleveland,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,20.0,David R. Francis,Democratic,,,Grover Cleveland,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,21.0,Cornelius N. Bliss,,,,William McKinley,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,22.0,Ethan A. Hitchcock,,,,William McKinley,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,23.0,James R. Garfield,,,,Theodore Roosevelt,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,24.0,Richard A. Ballinger,,,,William Howard Taft,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,25.0,Walter L. Fisher,,,,William Howard Taft,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,26.0,Franklin K. Lane,,,,Woodrow Wilson,,,Canada
2,executive,7,Department of the Interior,Secretary of the Interior,27.0,John B. Payne,,,,Woodrow Wilson,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,28.0,Albert B. Fall,,,,Warren G. Harding,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,29.0,Hubert Work,,,,Warren G. Harding,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,30.0,Roy O. West,,,,Calvin Coolidge,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,31.0,Ray Lyman Wilbur,,,,Herbert Hoover,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,32.0,Harold L. Ickes,,,,Franklin D. Roosevelt,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,33.0,Julius A. Krug,,,,Harry S. Truman,,,United States
2,executive,7,Department of the Interior,Secretary of the Interior,34.0,Oscar L. Chapman,,,,Harry S. Truman,,,United States
