id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
C001117,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001117.,Sean,,Casten,,1971-11-23,M,D,,RepCasten,RepSeanCasten,,412775,,176982,,N00041338,/g/11hc_0775g,H8IL06139,https://casten.house.gov,,,True,,,,6,2024,378,11,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:il/cd:6,2440 Rayburn House Office Building,202-225-4561,,IL,6,False,1706,2.91,93.17,2.73
C001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001066.,Kathy,,Castor,,1966-08-20,F,D,,USRepKCastor,USRepKathyCastor,RepKathyCastor,412195,1022874,53825,20708,N00027514,/m/0dq1v6,H6FL11126,https://castor.house.gov,https://castor.house.gov/news/rss.aspx,,True,,,,18,2024,378,12,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:fl/cd:14,2052 Rayburn House Office Building,202-225-3376,,FL,14,False,1214,3.17,95.07,0.82
C001091,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001091.,Joaquín,,Castro,,1974-09-16,M,D,,JoaquinCastrotx,326420614138023,JoaquinCastroTX,412576,63974,49227,21362,N00033316,/m/0bmclg,H2TX35011,https://castro.house.gov,,,True,,,,12,2024,378,66,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tx/cd:20,2241 Rayburn House Office Building,202-225-3236,,TX,20,False,4820,17.46,93.89,1.29
C001135,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001135.,Lori,,Chavez-DeRemer,,1968-04-07,F,R,,RepLCD,,,456933,,,,,,H2OR05209,https://chavez-deremer.house.gov/,,,True,,,,2,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:or/cd:5,1722 Longworth House Office Building,202-225-5711,,OR,5,False,4105,0.53,89.07,6.93
C001127,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001127.,Sheila,,Cherfilus-McCormick,,1979-01-25,F,D,,CongresswomanSC,,,456865,,,,N00043504,,H8FL20032,https://cherfilus-mccormick.house.gov,,,True,,,,4,2024,378,14,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:fl/cd:20,242 Cannon House Office Building,202-225-1313,,FL,20,False,1220,3.7,93.94,1.93
C001080,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001080.,Judy,,Chu,,1953-07-07,F,D,,RepJudyChu,RepJudyChu,RepJudyChu,412379,92573,16539,20955,N00030600,/m/0krsk2,H0CA32101,https://chu.house.gov,https://chu.house.gov/rss.xml,,True,,,,18,2024,378,4,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ca/cd:28,2423 Rayburn House Office Building,202-225-5464,,CA,28,False,0628,1.06,93.57,2.41
C001084,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001084.,David,,Cicilline,,1961-07-15,M,D,,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,412470,1033865,7349,21172,N00032019,/m/04t97v,H0RI01073,https://cicilline.house.gov,https://cicilline.house.gov/rss.xml,,False,,,,14,2024,241,7,1,2023-08-17 13:15:57 -0400,ocd-division/country:us/state:ri/cd:1,2233 Rayburn House Office Building,202-225-4911,,RI,1,False,4401,2.9,91.85,1.72
C001133,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001133.,Juan,,Ciscomani,,1982-08-30,M,R,,RepCiscomani,,,456880,,,,,,H2AZ02360,https://ciscomani.house.gov/,,,True,,,,2,2024,378,6,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:az/cd:6,1429 Longworth House Office Building,202-225-2542,,AZ,6,False,0406,1.59,93.8,2.16
C001101,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001101.,Katherine,,Clark,,1963-07-17,F,D,Assistant Speaker of the House,RepKClark,CongresswomanClark,,412600,73178,35858,21375,N00035278,/m/0fpjc8b,H4MA05084,https://katherineclark.house.gov,,,True,,,,12,2024,378,0,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:ma/cd:5,2368 Rayburn House Office Building,202-225-2836,,MA,5,False,2505,0.0,94.96,1.06
C001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001067.,Yvette,D.,Clarke,,1964-11-21,F,D,,RepYvetteClarke,repyvettedclarke,repyvetteclarke,412221,1022875,44741,20733,N00026961,/m/06h90t,H4NY11138,https://clarke.house.gov,https://clarke.house.gov/category/press-releases/feed/,,True,,,,18,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ny/cd:9,2058 Rayburn House Office Building,202-225-6231,,NY,9,False,3609,0.26,92.55,3.46
C001061,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001061.,Emanuel,,Cleaver,II,1944-10-26,M,D,,RepCleaver,emanuelcleaverii,repcleaver,400639,10933,39507,20517,N00026790,/m/04cbbm,H4MO05234,https://cleaver.house.gov,https://cleaver.house.gov/rss.xml,,True,,,,20,2024,378,95,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:mo/cd:5,2217 Rayburn House Office Building,202-225-4535,,MO,5,False,2905,25.13,93.62,1.06
C001118,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001118.,Ben,,Cline,,1972-02-29,M,R,,RepBenCline,,,412832,,50959,,N00042296,/m/04yf6mk,H8VA06104,https://cline.house.gov,,,True,,,,6,2024,378,1,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:va/cd:6,2443 Rayburn House Office Building,202-225-5431,,VA,6,False,5106,0.26,86.7,9.31
C001115,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001115.,Michael,,Cloud,,1975-05-13,M,R,,RepCloudTX,,,412746,10322,177350,,N00041882,/g/11f6y3n6vk,H8TX27049,https://cloud.house.gov,,,True,,,,8,2024,378,2,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:tx/cd:27,171 Cannon House Office Building,202-225-7742,,TX,27,False,4827,0.53,86.13,9.87
C000537,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000537.,James,E.,Clyburn,,1940-07-21,M,D,House Majority Whip,WhipClyburn,jameseclyburn,repjamesclyburn,400075,21607,27066,39301,N00002408,/m/03c469,H2SC02042,https://clyburn.house.gov,,,True,,,,32,2024,378,2,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:sc/cd:6,274 Cannon House Office Building,202-225-3315,,SC,6,False,4506,0.53,94.93,1.07
C001116,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001116.,Andrew,,Clyde,,1963-11-22,M,R,,,,,456813,,,,N00046654,/g/11j32tm4v4,H0GA09246,https://clyde.house.gov,,,True,,,,4,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ga/cd:9,445 Cannon House Office Building,202-225-9893,,GA,9,False,1309,0.0,88.59,7.43
C001068,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001068.,Steve,,Cohen,,1949-05-24,M,D,,RepCohen,CongressmanSteveCohen,repcohen,412236,1022876,24340,20748,N00003225,/m/04l8cr,H6TN09068,https://cohen.house.gov,https://cohen.house.gov/rss.xml,,True,,,,18,2024,378,30,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tn/cd:9,2268 Rayburn House Office Building,202-225-3265,,TN,9,False,4709,7.94,94.24,1.44
C001053,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001053.,Tom,,Cole,,1949-04-28,M,R,,TomColeOK04,TomColeOK04,reptomcole,400077,1003609,46034,20344,N00025726,/m/03tqb0,H2OK04055,https://cole.house.gov,https://cole.house.gov/rss.xml,,True,,,,22,2024,378,3,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ok/cd:4,2207 Rayburn House Office Building,202-225-6165,,OK,4,False,4004,0.79,92.78,3.21
C001129,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001129.,Mike,,Collins,,1967-07-02,M,R,,RepMikeCollins,,,456895,,,,,,H4GA10071,https://collins.house.gov/,,,True,,,,2,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ga/cd:10,1223 Longworth House Office Building,202-225-4101,,GA,10,False,1310,0.0,88.59,7.43
C001108,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001108.,James,,Comer,,1972-08-19,M,R,,RepJamesComer,congressmancomer,,412676,76619,35169,21565,N00038260,/m/0j65cf0,H6KY01110,https://comer.house.gov,,,True,,,,10,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ky/cd:1,2410 Rayburn House Office Building,202-225-3115,,KY,1,False,2101,0.53,91.2,4.8
C001078,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001078.,Gerald,E.,Connolly,,1950-03-30,M,D,,GerryConnolly,CongressmanGerryConnolly,repconnolly,412272,1015936,95078,20952,N00029891,/m/04f40kn,H8VA11062,https://connolly.house.gov,,,True,,,,16,2024,378,0,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:va/cd:11,2265 Rayburn House Office Building,202-225-1492,,VA,11,False,5111,0.0,93.1,2.92
C001110,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001110.,J.,Luis,Correa,,1958-01-24,M,D,,reploucorrea,RepLouCorrea,,412688,46310,9732,21711,N00037260,/m/02q_np2,H6CA46116,https://correa.house.gov,,,True,,,,8,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:46,2301 Rayburn House Office Building,202-225-2965,,CA,46,False,0646,0.26,90.69,5.32
C001059,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001059.,Jim,,Costa,,1952-04-13,M,D,,RepJimCosta,RepJimCosta,RepJimCostaCA20,400618,19599,3577,20501,N00026341,/m/04chm2,H4CA20082,https://costa.house.gov,https://costa.house.gov/rss.xml,,True,,,,20,2024,378,34,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:ca/cd:21,2081 Rayburn House Office Building,202-225-3341,,CA,21,False,0621,8.99,84.84,10.79
C001069,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001069.,Joe,,Courtney,,1953-04-06,M,D,,RepJoeCourtney,joecourtney,repcourtney,412193,1021284,30333,20706,N00024842,/m/0700nd,H2CT02112,https://courtney.house.gov,https://courtney.house.gov/rss.xml,,True,,,,18,2024,378,6,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ct/cd:2,2449 Rayburn House Office Building,202-225-2076,,CT,2,False,0902,1.59,92.72,3.23
C001119,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001119.,Angie,,Craig,,1972-02-14,F,D,,RepAngieCraig,,,412789,,166261,,N00037039,/g/11gtcwmfp3,H6MN02131,https://craig.house.gov,,,True,,,,6,2024,378,12,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:mn/cd:2,2442 Rayburn House Office Building,202-225-2271,,MN,2,False,2702,3.17,81.1,14.79
C001132,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001132.,Eli,,Crane,,1980-01-03,M,R,,RepEliCrane,,,456879,,,,,,H2AZ01354,https://crane.house.gov/,,,True,,,,2,2024,378,7,1,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:az/cd:2,1229 Longworth House Office Building,202-225-3361,,AZ,2,False,0402,1.85,81.62,14.59
C001087,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001087.,Rick,,Crawford,,1966-01-22,M,R,,RepRickCrawford,RepRickCrawford,RepRickCrawford,412400,623259,119208,21106,N00030770,/m/0czb3pp,H0AR01083,https://crawford.house.gov,https://crawford.house.gov/news/rss.aspx,,True,,,,14,2024,378,6,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ar/cd:1,2422 Rayburn House Office Building,202-225-4076,,AR,1,False,0501,1.59,92.72,3.23
C001120,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001120.,Dan,,Crenshaw,,1984-03-14,M,R,,RepDanCrenshaw,,,412820,,177270,,N00042224,/g/11gtg5t4wg,H8TX02166,https://crenshaw.house.gov,,,True,,,,6,2024,378,11,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:tx/cd:2,248 Cannon House Office Building,202-225-6565,,TX,2,False,4802,2.91,93.44,2.46
C001130,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001130.,Jasmine,,Crockett,,1981-03-29,F,D,,RepJasmine,,,456944,,,,,,H2TX30178,https://crockett.house.gov/,,,True,,,,2,2024,378,0,1,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:tx/cd:30,1616 Longworth House Office Building,202-225-8885,,TX,30,False,4830,0.0,93.63,2.39
C001121,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001121.,Jason,,Crow,,1979-03-15,M,D,,RepJasonCrow,,,412762,,180218,,N00040876,/g/11gzqdw_wg,H8CO06229,https://crow.house.gov,,,True,,,,6,2024,378,4,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:co/cd:6,1323 Longworth House Office Building,202-225-7882,,CO,6,False,0806,1.06,95.71,0.27
C001063,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001063.,Henry,,Cuellar,,1955-09-19,M,D,,RepCuellar,152569121550,henrycuellar,400657,1013062,5486,20533,N00024978,/m/04clj6,H2TX23082,https://cuellar.house.gov,https://cuellar.house.gov/news/rss.aspx,,True,,,,20,2024,378,21,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:tx/cd:28,2372 Rayburn House Office Building,202-225-1640,,TX,28,False,4828,5.56,77.25,18.54
C001114,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001114.,John,,Curtis,,1960-05-10,M,R,,RepJohnCurtis,RepJohnCurtis,,412740,,123390,21755,N00041221,/m/0bmdhtb,H8UT03238,https://curtis.house.gov,https://curtis.house.gov/category/press-releases/feed/,,True,,,,8,2024,378,3,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ut/cd:3,2323 Rayburn House Office Building,202-225-7751,,UT,3,False,4903,0.79,93.58,2.41
D000632,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000632.,Anthony,,D'Esposito,,1982-02-22,M,R,,RepDesposito,,,456922,,,,,,H2NY04277,https://desposito.house.gov/,,,True,,,,2,2024,378,6,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ny/cd:4,1508 Longworth House Office Building,202-225-5516,,NY,4,False,3604,1.59,88.68,7.28
D000629,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000629.,Sharice,,Davids,,1980-05-22,F,D,,RepDavids,,,412780,,181201,,N00042626,/g/11fgm1fq16,H8KS03155,https://davids.house.gov,,,True,,,,6,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ks/cd:3,2435 Rayburn House Office Building,202-225-2865,,KS,3,False,2003,0.53,90.93,5.07
D000626,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000626.,Warren,,Davidson,,1970-03-01,M,R,,WarrenDavidson,CongressmanWarrenDavidson,,412675,102555,166760,21564,N00038767,/g/11cmmch3q8,H6OH08315,https://davidson.house.gov,,,True,,,,10,2024,378,2,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:oh/cd:8,2113 Rayburn House Office Building,202-225-6205,,OH,8,False,3908,0.53,88.0,8.0
D000230,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000230.,Donald,G.,Davis,,1971-08-29,M,D,,,,,456912,,,,,,H2NC02287,https://dondavis.house.gov/,,,True,,,,2,2024,378,36,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:nc/cd:1,1123 Longworth House Office Building,202-225-3101,,NC,1,False,3701,9.52,77.13,18.48
D000096,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000096.,Danny,K.,Davis,,1941-09-06,M,D,,RepDannyDavis,CongressmanDKDavis,dannykdavis07,400093,44325,233,29717,N00004884,/m/0256k7,H4IL07037,https://davis.house.gov,,,True,,,,28,2024,378,14,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:il/cd:7,2159 Rayburn House Office Building,202-225-5006,,IL,7,False,1707,3.7,93.66,2.2
D000594,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000594.,Mónica,,De La Cruz,,1974-11-11,F,R,,,,,456943,,,,,,H0TX15124,https://delacruz.house.gov/,,,True,,,,2,2024,378,6,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:tx/cd:15,1415 Longworth House Office Building,202-225-9901,,TX,15,False,4815,1.59,94.61,1.35
D000631,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000631.,Madeleine,,Dean,,1959-06-06,F,D,,RepDean,,,412809,,136484,,N00042894,/m/0nfwmy_,H8PA04116,https://dean.house.gov,,,True,,,,6,2024,378,5,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:pa/cd:4,150 Cannon House Office Building,202-225-4731,,PA,4,False,4204,1.32,95.16,0.81
D000197,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000197.,Diana,,DeGette,,1957-07-29,F,D,,RepDianaDeGette,DianaDeGette,RepDianaDeGette,400101,90293,561,29710,N00006134,/m/024z95,H6CO01141,https://degette.house.gov,https://degette.house.gov/rss.xml,,True,,,,28,2024,378,10,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:co/cd:1,2111 Rayburn House Office Building,202-225-4431,,CO,1,False,0801,2.65,94.01,1.91
D000216,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000216.,Rosa,,DeLauro,,1943-03-02,F,D,,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,400103,19040,26788,29109,N00000615,/m/024zn0,H0CT03072,https://delauro.house.gov,https://delauro.house.gov/rss.xml,,True,,,,34,2024,378,4,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ct/cd:3,2413 Rayburn House Office Building,202-225-3661,,CT,3,False,0903,1.06,94.37,1.61
D000617,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000617.,Suzan,K.,DelBene,,1962-02-17,F,D,,RepDelBene,RepDelBene,,412505,1033929,126272,31101,N00030693,/m/05p0dnk,H0WA08046,https://delbene.house.gov,,,True,,,,14,2024,378,0,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:wa/cd:1,2330 Rayburn House Office Building,202-225-6311,,WA,1,False,5301,0.0,95.49,0.53
D000530,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000530.,Chris,,Deluzio,,1984-07-13,M,D,,RepDeluzio,,,456936,,,,,,H2PA17103,https://deluzio.house.gov/,,,True,,,,2,2024,378,8,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:pa/cd:17,1222 Longworth House Office Building,202-225-2301,,PA,17,False,4217,2.12,90.79,5.15
D000623,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000623.,Mark,,DeSaulnier,,1952-03-31,M,D,,RepDeSaulnier,RepMarkDeSaulnier,,412613,61736,69477,21504,N00030709,/m/0289gkw,H0CA10073,https://desaulnier.house.gov,,,True,,,,10,2024,378,4,2,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:10,503 Cannon House Office Building,202-225-2095,,CA,10,False,0610,1.06,92.76,3.22
D000616,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000616.,Scott,,DesJarlais,,1964-02-21,M,R,,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,412477,623517,123473,21179,N00030957,/m/09k4h2_,H0TN04195,https://desjarlais.house.gov,https://desjarlais.house.gov/rss.xml,,True,,,,14,2024,378,11,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tn/cd:4,2304 Rayburn House Office Building,202-225-6831,,TN,4,False,4704,2.91,92.35,3.55
D000600,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000600.,Mario,,Diaz-Balart,,1961-09-25,M,R,,MarioDB,mdiazbalart,MarioDiazBalart,400108,1003562,24312,20316,N00025337,/m/02536z,H2FL25018,https://mariodiazbalart.house.gov,https://mariodiazbalart.house.gov/rss.xml,,True,,,,22,2024,378,4,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:fl/cd:26,374 Cannon House Office Building,202-225-4211,,FL,26,False,1226,1.06,94.91,1.07
D000624,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000624.,Debbie,,Dingell,,1953-11-23,F,D,,RepDebDingell,RepDebbieDingell,,412637,20818,152482,21529,N00036149,/m/03m4188,H4MI12079,https://debbiedingell.house.gov,,,True,,,,10,2024,378,10,1,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:mi/cd:6,102 Cannon House Office Building,202-225-4071,,MI,6,False,2606,2.65,94.01,1.91
D000399,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000399.,Lloyd,,Doggett,,1946-10-06,M,D,,RepLloydDoggett,lloyddoggett,doggett,400111,36810,21689,29571,N00006023,/m/03flzn,H4TX10028,https://doggett.house.gov,https://doggett.house.gov/rss.xml,,True,,,,30,2024,378,8,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tx/cd:37,2307 Rayburn House Office Building,202-225-4865,,TX,37,False,4837,2.12,94.31,1.63
D000032,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000032.,Byron,,Donalds,,1978-10-28,M,R,,RepByronDonalds,,,456808,,,,N00034016,/g/11c1xk7pbn,H0FL19205,https://donalds.house.gov,,,True,,,,4,2024,378,5,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:fl/cd:19,1719 Longworth House Office Building,202-225-2536,,FL,19,False,1219,1.32,88.17,7.8
D000633,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000633.,John,,Duarte,,1966-09-06,M,R,,,,,456882,,,,,,H2CA13131,https://duarte.house.gov/,,,True,,,,2,2024,378,4,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:13,1535 Longworth House Office Building,202-225-1947,,CA,13,False,0613,1.06,92.23,3.75
D000615,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000615.,Jeffrey,,Duncan,,1966-01-07,M,R,,RepJeffDuncan,RepJeffDuncan,congjeffduncan,412472,62713,47967,21174,N00030752,/m/0ddgp1k,H0SC03077,https://jeffduncan.house.gov,https://jeffduncan.house.gov/rss.xml,,True,,,,14,2024,378,4,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:sc/cd:3,2229 Rayburn House Office Building,202-225-5301,,SC,3,False,4503,1.06,87.67,8.31
D000628,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000628.,Neal,,Dunn,,1953-02-16,M,R,,drnealdunnfl2,drnealdunnfl2,,412691,104529,166297,21714,N00037442,/g/11c2ld4vv7,H6FL02208,https://dunn.house.gov,https://dunn.house.gov/?a=RSS.Feed,,True,,,,8,2024,378,2,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:fl/cd:2,466 Cannon House Office Building,202-225-5235,,FL,2,False,1202,0.53,94.4,1.6
E000246,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000246.,Chuck,,Edwards,,1960-09-13,M,R,,RepEdwards,,,456914,,,,,,H2NC14050,https://edwards.house.gov/,,,True,,,,2,2024,378,5,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:nc/cd:11,1505 Longworth House Office Building,202-225-6401,,NC,11,False,3711,1.32,94.35,1.61
E000071,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000071.,Jake,,Ellzey,,1970-01-24,M,R,,RepEllzey,,,456862,,,,N00042243,,H8TX06266,https://ellzey.house.gov,,,True,,,,4,2024,378,3,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tx/cd:6,1721 Longworth House Office Building,202-225-2002,,TX,6,False,4806,0.79,94.39,1.6
E000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000294.,Tom,,Emmer,,1961-03-03,M,R,,RepTomEmmer,reptomemmer,RepTomEmmer,412639,75567,38894,21531,N00035440,/m/06w2w3l,H4MN06087,https://emmer.house.gov,,,True,,,,10,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:mn/cd:6,464 Cannon House Office Building,202-225-2331,,MN,6,False,2706,0.26,92.29,3.72
E000299,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000299.,Veronica,,Escobar,,1969-09-15,F,D,,RepEscobar,,,412825,,99345,,N00041702,/g/11ghdw9g9p,H8TX16109,https://escobar.house.gov,,,True,,,,6,2024,378,5,3,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tx/cd:16,2448 Longworth House Office Building,202-225-4831,,TX,16,False,4816,1.32,94.35,1.61
E000215,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000215.,Anna,G.,Eshoo,,1942-12-13,F,D,,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,400124,26130,26741,29312,N00007335,/m/024t6x,H8CA12098,https://eshoo.house.gov,,,True,,,,32,2024,378,7,1,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ca/cd:16,272 Cannon House Office Building,202-225-8104,,CA,16,False,0616,1.85,94.32,1.62
E000297,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000297.,Adriano,,Espaillat,,1954-09-27,M,D,,RepEspaillat,RepEspaillat,,412718,68413,14379,21715,N00034549,/m/06nfs2,H2NY13096,https://espaillat.house.gov,,,True,,,,8,2024,378,3,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ny/cd:13,2332 Rayburn House Office Building,202-225-4365,,NY,13,False,3613,0.79,93.85,2.14
E000298,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000298.,Ron,,Estes,,1956-07-19,M,R,,RepRonEstes,RepRonEstes,,412735,107963,125031,21750,N00040712,/m/0gfgsrm,H8KS04112,https://estes.house.gov,,,True,,,,8,2024,378,10,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ks/cd:4,2234 Rayburn House Office Building,202-225-6216,,KS,4,False,2004,2.65,93.73,2.18
E000296,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000296.,Dwight,,Evans,,1954-05-16,M,D,,RepDwightEvans,RepDwightEvans,,412677,56729,9128,21566,N00038450,/m/03y8h6m,H6PA02171,https://evans.house.gov,,,True,,,,10,2024,378,43,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:pa/cd:3,1105 Longworth House Office Building,202-225-4001,,PA,3,False,4203,11.38,93.71,1.8
E000235,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000235.,Mike,,Ezell,,1959-04-06,M,R,,RepEzell,,,456911,,,,,,H2MS04258,https://ezell.house.gov/,,,True,,,,2,2024,378,2,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ms/cd:4,443 Cannon House Office Building,202-225-5772,,MS,4,False,2804,0.53,93.07,2.93
F000246,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000246.,Pat,,Fallon,,1967-12-19,M,R,,RepPatFallon,,,456845,,,,N00047264,/m/0100nvdw,H0TX04219,https://fallon.house.gov,,,True,,,,4,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tx/cd:4,2416 Longworth House Office Building,202-225-6673,,TX,4,False,4804,0.53,90.93,5.07
F000446,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000446.,Randy,,Feenstra,,1969-01-14,M,R,,RepFeenstra,,,456818,,103301,,N00044011,/m/05p06tx,H0IA04145,https://feenstra.house.gov,,,True,,,,4,2024,378,1,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ia/cd:4,1440 Longworth House Office Building,202-225-4426,,IA,4,False,1904,0.26,93.88,2.13
