stock_code,name_vn,name_en,name_short,post_to,C
SJG,Tổng công ty Sông Đà - CTCP,Tổng công ty Sông Đà - CTCP,SJG Joint Stock Company,UPCOM,3
SJM,Công ty Cổ Phần Sông Đà 19,Công ty Cổ Phần Sông Đà 19,SJM Joint Stock Company,UPCOM,3
SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,SJS Joint Stock Company,HOSE,1
SKG,Công ty cổ phần Tàu cao tốc Superdong-Kiên Giang,Công ty cổ phần Tàu cao tốc Superdong-Kiên Giang,SKG Joint Stock Company,HOSE,1
SKH,CTCP Nước giải khát Sanest Khánh Hòa,CTCP Nước giải khát Sanest Khánh Hòa,SKH Joint Stock Company,UPCOM,3
SKN,Công ty cổ phần Nước giải khát Sanna Khánh Hòa,Công ty cổ phần Nước giải khát Sanna Khánh Hòa,SKN Joint Stock Company,UPCOM,3
SKV,CTCP Nước giải khát Yến sào Khánh Hòa,CTCP Nước giải khát Yến sào Khánh Hòa,SKV Joint Stock Company,UPCOM,3
SLS,CTCP Mía đường Sơn La,CTCP Mía đường Sơn La,SLS Joint Stock Company,HNX,2
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,SMA Joint Stock Company,HOSE,1
SMB,CTCP Bia Sài Gòn - Miền Trung,CTCP Bia Sài Gòn - Miền Trung,SMB Joint Stock Company,HOSE,1
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Công ty Cổ phần Đầu tư Thương mại SMC,SMC Joint Stock Company,HOSE,1
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,CTCP Sách và Thiết bị Giáo dục Miền Nam,SMN Joint Stock Company,HNX,2
SMT,CTCP SAMETEL,CTCP SAMETEL,SMT Joint Stock Company,HNX,2
SNC,CTCP Xuất nhập khẩu Thuỷ sản Năm Căn,CTCP Xuất nhập khẩu Thuỷ sản Năm Căn,SNC Joint Stock Company,UPCOM,3
SNZ,Tổng công ty cổ phần Phát triển khu công nghiệp,Tổng công ty cổ phần Phát triển khu công nghiệp,SNZ Joint Stock Company,UPCOM,3
SP2,CTCP Thủy điện Sử Pán 2,CTCP Thủy điện Sử Pán 2,SP2 Joint Stock Company,UPCOM,3
SPB,CTCP Sợi Phú Bài,CTCP Sợi Phú Bài,SPB Joint Stock Company,UPCOM,3
SPC,CTCP Bảo vệ Thực vật Sài Gòn,CTCP Bảo vệ Thực vật Sài Gòn,SPC Joint Stock Company,HNX,2
SPD,CTCP Xuất nhập khẩu Thủy sản miền Trung,CTCP Xuất nhập khẩu Thủy sản miền Trung,SPD Joint Stock Company,UPCOM,3
SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,CTCP Xuất nhập khẩu Thủy sản Hà Nội,SPH Joint Stock Company,UPCOM,3
SPI,Công ty cổ phần Spiral Galaxy,Công ty cổ phần Spiral Galaxy,SPI Joint Stock Company,HNX,2
SPM,Công ty Cổ phần SPM,Công ty Cổ phần SPM,SPM Joint Stock Company,HOSE,1
SPV,CTCP Thủy Đặc Sản,CTCP Thủy Đặc Sản,SPV Joint Stock Company,UPCOM,3
SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,CTCP Khoáng sản Sài Gòn - Quy Nhơn,SQC Joint Stock Company,UPCOM,3
SRA,CTCP SARA Việt Nam,CTCP SARA Việt Nam,SRA Joint Stock Company,HNX,2
SRB,CTCP Tập đoàn Sara,CTCP Tập đoàn Sara,SRB Joint Stock Company,UPCOM,3
SRC,Công ty Cổ phần Cao su Sao Vàng,Công ty Cổ phần Cao su Sao Vàng,SRC Joint Stock Company,HOSE,1
SRF,Công ty cổ phần SEAREFICO,Công ty cổ phần SEAREFICO,SRF Joint Stock Company,HOSE,1
SRT,CTCP Vận tải Đường sắt Sài Gòn,CTCP Vận tải Đường sắt Sài Gòn,SRT Joint Stock Company,UPCOM,3
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng Thương mại cổ phần Đông Nam Á,SSB Joint Stock Company,HOSE,1
SSC,Công ty Cổ phần Giống Cây trồng Miền Nam,Công ty Cổ phần Giống Cây trồng Miền Nam,SSC Joint Stock Company,HOSE,1
SSF,Công ty cổ phần Giáo dục G Sài Gòn,Công ty cổ phần Giáo dục G Sài Gòn,SSF Joint Stock Company,UPCOM,3
SSG,CTCP Vận tải biển Hải Âu,CTCP Vận tải biển Hải Âu,SSG Joint Stock Company,UPCOM,3
SSH,Công ty cổ phần Phát triển Sunshine Homes,Công ty cổ phần Phát triển Sunshine Homes,SSH Joint Stock Company,UPCOM,3
SSI,Công ty Cổ phần Chứng khoán SSI,Công ty Cổ phần Chứng khoán SSI,SSI Joint Stock Company,HOSE,1
SSM,Công ty cổ phần Chế tạo Kết cấu thép VNECO.SSM,Công ty cổ phần Chế tạo Kết cấu thép VNECO.SSM,SSM Joint Stock Company,HNX,2
SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,SSN Joint Stock Company,UPCOM,3
ST8,Công ty cổ phần Đầu Tư Phát Triển ST8,Công ty cổ phần Đầu Tư Phát Triển ST8,ST8 Joint Stock Company,HOSE,1
STB,Ngân Hàng TMCP Sài Gòn Thương Tín,Ngân Hàng TMCP Sài Gòn Thương Tín,STB Joint Stock Company,HOSE,1
STC,CTCP Sách và Thiết bị Trường học TP.HCM,CTCP Sách và Thiết bị Trường học TP.HCM,STC Joint Stock Company,HNX,2
STG,Công ty Cổ phần Kho vận Miền Nam,Công ty Cổ phần Kho vận Miền Nam,STG Joint Stock Company,HOSE,1
STH,Công ty cổ phần Phát hành sách Thái Nguyên,Công ty cổ phần Phát hành sách Thái Nguyên,STH Joint Stock Company,UPCOM,3
STK,Công ty Cổ phần Sợi Thế Kỷ,Công ty Cổ phần Sợi Thế Kỷ,STK Joint Stock Company,HOSE,1
STL,Công ty cổ phần Sông Đà - Thăng Long,Công ty cổ phần Sông Đà - Thăng Long,STL Joint Stock Company,UPCOM,3
STP,Công ty cổ phần Công nghiệp Thương mại Sông Đà,Công ty cổ phần Công nghiệp Thương mại Sông Đà,STP Joint Stock Company,HNX,2
STS,CTCP Dịch vụ Vận tải Sài Gòn,CTCP Dịch vụ Vận tải Sài Gòn,STS Joint Stock Company,UPCOM,3
STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,STT Joint Stock Company,UPCOM,3
STW,Công ty cổ phần Cấp nước Sóc Trăng,Công ty cổ phần Cấp nước Sóc Trăng,STW Joint Stock Company,UPCOM,3
SVC,Công ty Cổ phần Dịch vụ Tổng hợp Sài Gòn,Công ty Cổ phần Dịch vụ Tổng hợp Sài Gòn,SVC Joint Stock Company,HOSE,1
SVD,Công ty cổ phần Đầu tư & Thương mại Vũ Đăng,Công ty cổ phần Đầu tư & Thương mại Vũ Đăng,SVD Joint Stock Company,HOSE,1
SVG,CTCP Hơi Kỹ nghệ Que Hàn,CTCP Hơi Kỹ nghệ Que Hàn,SVG Joint Stock Company,UPCOM,3
SVH,CTCP Thủy điện Sông Vàng,CTCP Thủy điện Sông Vàng,SVH Joint Stock Company,UPCOM,3
SVI,CTCP Bao bì Biên Hoà,CTCP Bao bì Biên Hoà,SVI Joint Stock Company,HOSE,1
SVN,Công ty cổ phần Tập đoàn Vexilla Việt Nam,Công ty cổ phần Tập đoàn Vexilla Việt Nam,SVN Joint Stock Company,HNX,2
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,SVT Joint Stock Company,HOSE,1
SWC,Tổng CTCP Đường sông Miền Nam,Tổng CTCP Đường sông Miền Nam,SWC Joint Stock Company,UPCOM,3
SZB,Công ty cổ phần Sonadezi Long Bình,Công ty cổ phần Sonadezi Long Bình,SZB Joint Stock Company,HNX,2
SZC,Công ty cổ phần Sonadezi Châu Đức,Công ty cổ phần Sonadezi Châu Đức,SZC Joint Stock Company,HOSE,1
SZE,CTCP Môi trường Sonadezi,CTCP Môi trường Sonadezi,SZE Joint Stock Company,UPCOM,3
SZG,Công ty cổ phần Sonadezi Giang Điền,Công ty cổ phần Sonadezi Giang Điền,SZG Joint Stock Company,UPCOM,3
SZL,Công ty CP Sonadezi Long Thành,Công ty CP Sonadezi Long Thành,SZL Joint Stock Company,HOSE,1
TA3,CTCP Đầu tư và Xây lắp Thành An 386,CTCP Đầu tư và Xây lắp Thành An 386,TA3 Joint Stock Company,UPCOM,3
TA6,CTCP Đầu tư và Xây lắp Thành An 665,CTCP Đầu tư và Xây lắp Thành An 665,TA6 Joint Stock Company,UPCOM,3
TA9,Công ty cổ phần Xây lắp Thành An 96,Công ty cổ phần Xây lắp Thành An 96,TA9 Joint Stock Company,HNX,2
TAN,Công ty cổ phần Cà phê Thuận An,Công ty cổ phần Cà phê Thuận An,TAN Joint Stock Company,UPCOM,3
TAR,Công ty cổ phần Nông nghiệp Công nghệ cao Trung An,Công ty cổ phần Nông nghiệp Công nghệ cao Trung An,TAR Joint Stock Company,HNX,2
TAW,CTCP Cấp nước Trung An,CTCP Cấp nước Trung An,TAW Joint Stock Company,UPCOM,3
TB8,Công ty cổ phần Sản xuất và kinh doanh Vật tư Thiết bị - VVMI,Công ty cổ phần Sản xuất và kinh doanh Vật tư Thiết bị - VVMI,TB8 Joint Stock Company,UPCOM,3
TBC,Công ty Cổ phần Thủy điện Thác Bà,Công ty Cổ phần Thủy điện Thác Bà,TBC Joint Stock Company,HOSE,1
TBD,Tổng Công ty Thiết bị điện Đông Anh – Công ty cổ phần,Tổng Công ty Thiết bị điện Đông Anh – Công ty cổ phần,TBD Joint Stock Company,UPCOM,3
TBH,Công ty cổ phần Tổng Bách Hóa,Công ty cổ phần Tổng Bách Hóa,TBH Joint Stock Company,UPCOM,3
TBR,Công ty cổ phần Địa ốc Tân Bình,Công ty cổ phần Địa ốc Tân Bình,TBR Joint Stock Company,UPCOM,3
TBT,CTCP Xây Dựng Công Trình Giao Thông Bến Tre,CTCP Xây Dựng Công Trình Giao Thông Bến Tre,TBT Joint Stock Company,UPCOM,3
TBX,CTCP Xi măng Thái Bình,CTCP Xi măng Thái Bình,TBX Joint Stock Company,HNX,2
TC6,CTCP Than Cọc Sáu - Vinacomin,CTCP Than Cọc Sáu - Vinacomin,TC6 Joint Stock Company,HNX,2
TCB,Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam,Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam,TCB Joint Stock Company,HOSE,1
TCD,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,TCD Joint Stock Company,HOSE,1
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,TCH Joint Stock Company,HOSE,1
TCI,Công ty cổ phần Chứng khoán Thành Công,Công ty cổ phần Chứng khoán Thành Công,TCI Joint Stock Company,UPCOM,3
TCJ,CTCP Tô Châu,CTCP Tô Châu,TCJ Joint Stock Company,UPCOM,3
TCK,Tổng công ty cơ khí xây dựng - CTCP,Tổng công ty cơ khí xây dựng - CTCP,TCK Joint Stock Company,UPCOM,3
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,TCL Joint Stock Company,HOSE,1
TCM,CTCP Dệt may- Đầu tư- Thương mại Thành Công,CTCP Dệt may- Đầu tư- Thương mại Thành Công,TCM Joint Stock Company,HOSE,1
TCO,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,TCO Joint Stock Company,HOSE,1
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,TCR Joint Stock Company,HOSE,1
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,TCT Joint Stock Company,HOSE,1
TCW,CTCP Kho vận Tân Cảng,CTCP Kho vận Tân Cảng,TCW Joint Stock Company,UPCOM,3
TDB,CTCP Thủy điện Định Bình,CTCP Thủy điện Định Bình,TDB Joint Stock Company,UPCOM,3
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,TDC Joint Stock Company,HOSE,1
TDF,Công ty cổ phần Trung Đô,Công ty cổ phần Trung Đô,TDF Joint Stock Company,UPCOM,3
TDG,Công ty cổ phần Đầu tư TDG Global,Công ty cổ phần Đầu tư TDG Global,TDG Joint Stock Company,HOSE,1
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Công ty Cổ phần Phát triển Nhà Thủ Đức,TDH Joint Stock Company,HOSE,1
TDM,CTCP Nước Thủ Dầu Một,CTCP Nước Thủ Dầu Một,TDM Joint Stock Company,HOSE,1
TDN,CTCP Than Đèo Nai - Vinacomin,CTCP Than Đèo Nai - Vinacomin,TDN Joint Stock Company,HNX,2
TDP,Công ty cổ phần Thuận Đức,Công ty cổ phần Thuận Đức,TDP Joint Stock Company,HOSE,1
TDS,CTCP Thép Thủ Đức - VNSTEEL,CTCP Thép Thủ Đức - VNSTEEL,TDS Joint Stock Company,UPCOM,3
TDT,Công ty cổ phần Đầu tư và Phát triển TDT,Công ty cổ phần Đầu tư và Phát triển TDT,TDT Joint Stock Company,HNX,2
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Công ty Cổ phần Cấp nước Thủ Đức,TDW Joint Stock Company,HOSE,1
TED,Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP,Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP,TED Joint Stock Company,UPCOM,3
TEG,Công ty cổ phần Năng lượng và Bất động sản Trường Thành,Công ty cổ phần Năng lượng và Bất động sản Trường Thành,TEG Joint Stock Company,HOSE,1
TEL,CTCP Phát triển công trình Viễn thông,CTCP Phát triển công trình Viễn thông,TEL Joint Stock Company,UPCOM,3
TET,CTCP Vải sợi may mặc miền Bắc,CTCP Vải sợi may mặc miền Bắc,TET Joint Stock Company,HNX,2
TFC,Công ty Cổ phần Trang,Công ty Cổ phần Trang,TFC Joint Stock Company,HNX,2
TGG,Công ty Cổ phần The Golden Group,Công ty Cổ phần The Golden Group,TGG Joint Stock Company,HOSE,1
TGP,CTCP Trường Phú,CTCP Trường Phú,TGP Joint Stock Company,UPCOM,3
TH1,CTCP Xuất nhập khẩu Tổng hợp I Việt Nam,CTCP Xuất nhập khẩu Tổng hợp I Việt Nam,TH1 Joint Stock Company,UPCOM,3
THB,Công ty cổ phần Bia Hà Nội – Thanh Hóa,Công ty cổ phần Bia Hà Nội – Thanh Hóa,THB Joint Stock Company,HNX,2
THD,Công ty cổ phần Thaiholdings,Công ty cổ phần Thaiholdings,THD Joint Stock Company,HNX,2
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,THG Joint Stock Company,HOSE,1
THM,Công ty cổ phần Tứ Hải Hà Nam,Công ty cổ phần Tứ Hải Hà Nam,THM Joint Stock Company,UPCOM,3
THN,CTCP Cấp nước Thanh Hóa,CTCP Cấp nước Thanh Hóa,THN Joint Stock Company,UPCOM,3
THP,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,THP Joint Stock Company,UPCOM,3
THS,CTCP Thanh Hoa - Sông Đà,CTCP Thanh Hoa - Sông Đà,THS Joint Stock Company,HNX,2
THT,CTCP Than Hà Tu - Vinacomin,CTCP Than Hà Tu - Vinacomin,THT Joint Stock Company,HNX,2
THU,CTCP Môi trường và Công trình Đô thị Thanh Hóa,CTCP Môi trường và Công trình Đô thị Thanh Hóa,THU Joint Stock Company,UPCOM,3
THW,CTCP Cấp nước Tân Hòa,CTCP Cấp nước Tân Hòa,THW Joint Stock Company,UPCOM,3
TID,Công ty cổ phần Tổng công ty Tín Nghĩa,Công ty cổ phần Tổng công ty Tín Nghĩa,TID Joint Stock Company,UPCOM,3
TIE,Công ty Cổ phần TIE,Công ty Cổ phần TIE,TIE Joint Stock Company,UPCOM,3
TIG,CTCP Tập đoàn Đầu tư Thăng Long,CTCP Tập đoàn Đầu tư Thăng Long,TIG Joint Stock Company,HNX,2
TIN,Công ty Tài chính Cổ phần Tín Việt,Công ty Tài chính Cổ phần Tín Việt,TIN Joint Stock Company,UPCOM,3
TIP,Công ty Cổ phần Phát triển Khu Công nghiệp Tín Nghĩa,Công ty Cổ phần Phát triển Khu Công nghiệp Tín Nghĩa,TIP Joint Stock Company,HOSE,1
TIS,CTCP Gang thép Thái Nguyên,CTCP Gang thép Thái Nguyên,TIS Joint Stock Company,UPCOM,3
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,TIX Joint Stock Company,HOSE,1
TJC,CTCP Dịch vụ Vận tải và Thương mại,CTCP Dịch vụ Vận tải và Thương mại,TJC Joint Stock Company,HNX,2
TKA,Công ty cổ phần Bao bì Tân Khánh An,Công ty cổ phần Bao bì Tân Khánh An,TKA Joint Stock Company,UPCOM,3
TKC,CTCP Xây Dựng và Kinh doanh Địa Ốc Tân Kỷ,CTCP Xây Dựng và Kinh doanh Địa Ốc Tân Kỷ,TKC Joint Stock Company,HNX,2
TKG,Công ty cổ phần Sản xuất và Thương mại Tùng Khánh,Công ty cổ phần Sản xuất và Thương mại Tùng Khánh,TKG Joint Stock Company,HNX,2
TKU,CTCP Công nghiệp Tung Kuang,CTCP Công nghiệp Tung Kuang,TKU Joint Stock Company,HNX,2
TL4,Tổng công ty Xây dựng Thủy lợi 4 - CTCP,Tổng công ty Xây dựng Thủy lợi 4 - CTCP,TL4 Joint Stock Company,UPCOM,3
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,TLD Joint Stock Company,HOSE,1
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Công ty Cổ phần Tập đoàn Thiên Long,TLG Joint Stock Company,HOSE,1
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Công ty Cổ phần Tập đoàn Thép Tiến Lên,TLH Joint Stock Company,HOSE,1
TLI,Công ty cổ phần May Quốc Tế Thắng Lợi,Công ty cổ phần May Quốc Tế Thắng Lợi,TLI Joint Stock Company,UPCOM,3
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,TLP Joint Stock Company,UPCOM,3
TLT,CTCP Viglacera Thăng Long,CTCP Viglacera Thăng Long,TLT Joint Stock Company,UPCOM,3
TMB,Công ty cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Công ty cổ phần Kinh doanh Than Miền Bắc - Vinacomin,TMB Joint Stock Company,HNX,2
TMC,Công ty cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Công ty cổ phần Thương mại Xuất nhập khẩu Thủ Đức,TMC Joint Stock Company,HNX,2
TMG,CTCP Kim loại màu Thái Nguyên - Vimico,CTCP Kim loại màu Thái Nguyên - Vimico,TMG Joint Stock Company,UPCOM,3
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Công ty Cổ phần Thủy điện Thác Mơ,TMP Joint Stock Company,HOSE,1
TMS,Công ty Cổ phần Transimex,Công ty Cổ phần Transimex,TMS Joint Stock Company,HOSE,1
TMT,Công ty Cổ phần Ô tô TMT,Công ty Cổ phần Ô tô TMT,TMT Joint Stock Company,HOSE,1
TMW,CTCP Tổng hợp Gỗ Tân Mai,CTCP Tổng hợp Gỗ Tân Mai,TMW Joint Stock Company,UPCOM,3
TMX,CTCP Vicem Thương mại xi măng,CTCP Vicem Thương mại xi măng,TMX Joint Stock Company,HNX,2
TN1,Công ty cổ phần Thương mại Dịch vụ TNS Holdings,Công ty cổ phần Thương mại Dịch vụ TNS Holdings,TN1 Joint Stock Company,HOSE,1
TN1122016,Trái phiếu Công ty cổ phần Thương mại Dịch vụ TNS Holdings 2021,Trái phiếu Công ty cổ phần Thương mại Dịch vụ TNS Holdings 2021,TN1122016,HNX,2
TNA,Công ty cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Công ty cổ phần Thương mại Xuất nhập khẩu Thiên Nam,TNA Joint Stock Company,HOSE,1
TNB,CTCP Thép Nhà Bè -VNSTEEL,CTCP Thép Nhà Bè -VNSTEEL,TNB Joint Stock Company,UPCOM,3
TNC,Công ty Cổ phần Cao su Thống Nhất,Công ty Cổ phần Cao su Thống Nhất,TNC Joint Stock Company,HOSE,1
TNG,CTCP Đầu tư và Thương mại TNG,CTCP Đầu tư và Thương mại TNG,TNG Joint Stock Company,HNX,2
TNG122017,Trái phiếu Công ty cổ phần Đầu tư và Thương mại TNG năm 2021,Trái phiếu Công ty cổ phần Đầu tư và Thương mại TNG năm 2021,TNG122017,HNX,2
TNH,Công ty cổ phần Bệnh viện Quốc tế Thái Nguyên,Công ty cổ phần Bệnh viện Quốc tế Thái Nguyên,TNH Joint Stock Company,HOSE,1
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Công ty Cổ phần Tập đoàn Thành Nam,TNI Joint Stock Company,HOSE,1
TNM,CTCP Xuất nhập khẩu và Xây dựng Công trình,CTCP Xuất nhập khẩu và Xây dựng Công trình,TNM Joint Stock Company,UPCOM,3
TNP,CTCP Cảng Thị Nại,CTCP Cảng Thị Nại,TNP Joint Stock Company,UPCOM,3
TNS,CTCP Thép Tấm lá Thống Nhất,CTCP Thép Tấm lá Thống Nhất,TNS Joint Stock Company,UPCOM,3
TNT,Công ty cổ phần Tập đoàn TNT,Công ty cổ phần Tập đoàn TNT,TNT Joint Stock Company,HOSE,1
TNW,CTCP Nước sạch Thái Nguyên,CTCP Nước sạch Thái Nguyên,TNW Joint Stock Company,UPCOM,3
TOP,Công ty Cổ phần Phân phối Top One,Công ty Cổ phần Phân phối Top One,TOP Joint Stock Company,UPCOM,3
TOS,Công ty cổ phần Dịch vụ biển Tân Cảng,Công ty cổ phần Dịch vụ biển Tân Cảng,TOS Joint Stock Company,UPCOM,3
TOT,CTCP Transimex Logistics,CTCP Transimex Logistics,TOT Joint Stock Company,HNX,2
TOW,Công ty cổ phần Cấp nước Trà Nóc - Ô Môn,Công ty cổ phần Cấp nước Trà Nóc - Ô Môn,TOW Joint Stock Company,UPCOM,3
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,TPB Joint Stock Company,HOSE,1
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Công ty Cổ phần Nhựa Tân Đại Hưng,TPC Joint Stock Company,HOSE,1
TPH,Công ty Cổ phần In Sách Giáo khoa tại Tp.Hà Nội,Công ty Cổ phần In Sách Giáo khoa tại Tp.Hà Nội,TPH Joint Stock Company,HNX,2
TPP,Công ty cổ phần Tân Phú Việt Nam,Công ty cổ phần Tân Phú Việt Nam,TPP Joint Stock Company,HNX,2
TPS,CTCP Bến bãi Vận tải Sài Gòn,CTCP Bến bãi Vận tải Sài Gòn,TPS Joint Stock Company,UPCOM,3
TQN,CTCP Thông Quảng Ninh,CTCP Thông Quảng Ninh,TQN Joint Stock Company,UPCOM,3
TQW,Công ty cổ phần cấp thoát nước Tuyên Quang,Công ty cổ phần cấp thoát nước Tuyên Quang,TQW Joint Stock Company,UPCOM,3
TR1,Công ty cổ phần Vận tải 1 Traco,Công ty cổ phần Vận tải 1 Traco,TR1 Joint Stock Company,UPCOM,3
TRA,Công ty Cổ phần TRAPHACO,Công ty Cổ phần TRAPHACO,TRA Joint Stock Company,HOSE,1
TRC,Công ty Cổ phần Cao su Tây Ninh,Công ty Cổ phần Cao su Tây Ninh,TRC Joint Stock Company,HOSE,1
TRS,CTCP Vận tải và Dịch vụ Hàng Hải,CTCP Vận tải và Dịch vụ Hàng Hải,TRS Joint Stock Company,UPCOM,3
TRT,Công ty cổ phần RedstarCera,Công ty cổ phần RedstarCera,TRT Joint Stock Company,UPCOM,3
TS3,Công ty cổ phần Trường Sơn 532,Công ty cổ phần Trường Sơn 532,TS3 Joint Stock Company,UPCOM,3
TS4,CTCP Thủy sản số 4,CTCP Thủy sản số 4,TS4 Joint Stock Company,UPCOM,3
TSB,CTCP Ắc quy Tia Sáng,CTCP Ắc quy Tia Sáng,TSB Joint Stock Company,HNX,2
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,TSC Joint Stock Company,HOSE,1
TSD,CTCP Du lịch Trường Sơn COECCO,CTCP Du lịch Trường Sơn COECCO,TSD Joint Stock Company,UPCOM,3
TSG,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,TSG Joint Stock Company,UPCOM,3
TSJ,CTCP Du lịch Dịch vụ Hà Nội,CTCP Du lịch Dịch vụ Hà Nội,TSJ Joint Stock Company,UPCOM,3
TST,CTCP Dịch vụ Kỹ thuật Viễn thông,CTCP Dịch vụ Kỹ thuật Viễn thông,TST Joint Stock Company,UPCOM,3
TTA,Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Công ty cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,TTA Joint Stock Company,HOSE,1
TTB,CTCP Tập đoàn Tiến Bộ,CTCP Tập đoàn Tiến Bộ,TTB Joint Stock Company,HOSE,1
TTC,CTCP Gạch men Thanh Thanh,CTCP Gạch men Thanh Thanh,TTC Joint Stock Company,HNX,2
TTD,CTCP Bệnh viện tim Tâm Đức,CTCP Bệnh viện tim Tâm Đức,TTD Joint Stock Company,UPCOM,3
TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,TTE Joint Stock Company,HOSE,1
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,TTF Joint Stock Company,HOSE,1
TTG,CTCP May Thanh Trì,CTCP May Thanh Trì,TTG Joint Stock Company,UPCOM,3
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,CTCP Thương mại và Dịch vụ Tiến Thành,TTH Joint Stock Company,HNX,2
TTL,Tổng Công ty Thăng Long - CTCP,Tổng Công ty Thăng Long - CTCP,TTL Joint Stock Company,HNX,2
TTN,CTCP Công nghệ và Truyền thông Việt Nam,CTCP Công nghệ và Truyền thông Việt Nam,TTN Joint Stock Company,UPCOM,3
TTP,Công ty Cổ phần Bao Bì Tân Tiến,Công ty Cổ phần Bao Bì Tân Tiến,TTP Joint Stock Company,UPCOM,3
TTS,CTCP Cán thép Thái Trung,CTCP Cán thép Thái Trung,TTS Joint Stock Company,UPCOM,3
TTT,Công ty cổ phần Du lịch – Thương mại Tây Ninh,Công ty cổ phần Du lịch – Thương mại Tây Ninh,TTT Joint Stock Company,HNX,2
TTZ,Công ty cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Công ty cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,TTZ Joint Stock Company,HNX,2
