id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
M001111,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001111.,Patty,,Murray,,1950-10-11,F,D,,PattyMurray,,SenatorPattyMurray,300076,25277,53358,49308,N00007876,/m/018qx5,,https://www.murray.senate.gov,https://www.murray.senate.gov/category/press-releases/feed/,,False,,,,3,1998,916,9,0,2022-07-13 02:50:31 -0400,ocd-division/country:us/state:wa,,,,WA,3,,S229,0.98,92.23,7.77
N000102,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/N000102.,Don,,Nickles,,1948-12-06,M,R,,,,,300079,,,14909,,,,,,,False,,,,15,1998,916,5,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ok,,,,OK,3,,S158,0.55,93.49,6.51
N000171,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/N000171.,Samuel,Augustus,Nunn,,1938-09-08,M,D,,,,,408252,,,14108,,,,,,,False,,,,23,1996,916,34,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ga,,,,GA,2,,S074,3.71,72.83,27.17
P000009,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000009.,Robert,William,Packwood,,1932-09-11,M,R,,,,,408420,,,12107,,,,,,,False,,,,27,1998,480,1,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:or,,,,OR,3,,S075,0.21,84.21,15.79
P000193,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000193.,Claiborne,de Borda,Pell,,1918-11-22,M,D,,,,,408597,,,10818,,,,,,,False,,,,35,1996,916,18,5,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ri,,,,RI,2,,S078,1.97,88.86,11.14
P000513,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000513.,Larry,Lee,Pressler,,1942-03-29,,R,,,,,408898,,,14268,,,,,,,False,,,,17,1996,916,2,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:sd,,,,SD,2,,S141,0.22,93.62,6.38
P000556,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000556.,David,Hampton,Pryor,,1934-08-29,M,D,,,,,408939,,,10791,,,,,,,False,,,,17,1996,916,72,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ar,,,,AR,2,,S125,7.86,92.52,7.48
R000146,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/R000146.,Harry,,Reid,,1939-12-02,M,D,,SenatorReid,SenatorReid,SenatorReid,300082,1683,,15054,,/m/0204x1,,http://www.reid.senate.gov,,,False,,,,9,1998,916,7,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nv,,,,NV,3,,S198,0.76,80.56,19.44
R000295,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000295.,Charles,S.,Robb,,1939-06-26,M,D,,,,,400564,,,15706,,,,,,,False,,,,7,2000,916,5,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:va,,,,VA,1,,S207,0.55,82.44,17.56
R000361,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000361.,John,D.,Rockefeller,IV,1937-06-18,M,D,,SenRockefeller,SenRockefeller,SenatorRockefeller,300084,1238,,14922,,/m/01xmnh,,http://www.rockefeller.senate.gov,,,False,,,,11,1996,916,29,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:wv,,,,WV,2,,S176,3.17,90.38,9.62
R000460,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000460.,William,V.,Roth,Jr.,1921-07-22,M,R,,,,,400565,,,11044,,,,,,,False,,,,25,2000,916,13,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:de,,,,DE,1,,S083,1.42,86.97,13.03
S000059,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000059.,Richard,J.,Santorum,,1958-05-10,M,R,,,,,300085,,,15837,,,,,,,False,,,,1,2000,916,9,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:pa,,,,PA,1,,S244,0.98,93.9,6.1
S000064,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000064.,Paul,S.,Sarbanes,,1933-02-03,M,D,,,,,300086,,,13039,,,,,,,False,,,,19,2000,916,6,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:md,,,,MD,1,,S106,0.66,94.28,5.72
S000320,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000320.,Richard,C.,Shelby,,1934-05-06,M,R,,SenShelby,RichardShelby,SenatorRichardShelby,300089,1859,53266,94659,N00009920,/m/020yj1,,https://www.shelby.senate.gov,https://www.shelby.senate.gov/public/?a=rss.feed,,False,,,,9,1998,916,25,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:al,,,,AL,3,,S184,2.73,91.65,8.35
S000423,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000423.,Paul,Martin,Simon,,1928-11-29,M,D,,,,,409917,,,14275,,,,,,,False,,,,11,1996,916,11,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:il,,,,IL,2,,S175,1.2,86.02,13.98
S000429,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000429.,Alan,Kooi,Simpson,,1931-09-02,M,R,,,,,409923,378,,14710,,,,,,,False,,,,17,1996,916,30,2,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:wy,,,,WY,2,,S142,3.28,89.78,10.22
S000606,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000606.,Bob,,Smith,,1941-03-30,M,R,,,,,300155,,,15234,,,,,,,False,,,,5,1996,916,11,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:nh,,,,NH,2,,S216,1.2,91.67,8.33
S000663,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000663.,Olympia,J.,Snowe,,1947-02-21,F,R,,SenatorSnowe,,,300091,,,14661,,/m/020yg2,,,,,False,,,,1,2000,916,1,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:me,,,,ME,1,,S245,0.11,78.68,21.32
S000709,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000709.,Arlen,,Specter,,1930-02-12,M,R,,SenArlenSpecter,,SenatorArlenSpecter,300092,,,14911,,/m/0204ym,,,,,False,,,,15,1998,916,13,1,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:pa,,,,PA,3,,S161,1.42,72.16,27.84
S000888,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000888.,Ted,F.,Stevens,,1923-11-18,M,R,,,,,300094,,,12109,,,,,,,False,,,,27,1996,916,29,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:ak,,,,AK,2,,S090,3.17,91.62,8.38
T000162,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000162.,Craig,,Thomas,,1933-02-17,M,R,,,,,300097,,,15636,,,,,,,False,,,,1,2000,916,9,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:wy,,,,WY,1,,S246,0.98,93.57,6.43
T000457,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000457.,Fred,,Thompson,,1942-08-19,M,R,,,,,300158,,,49503,,,,,,,False,,,,3,1996,916,10,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:tn,,,,TN,2,,S237,1.09,90.79,9.21
T000254,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000254.,Strom,,Thurmond,,1902-12-05,M,R,,,,,300157,,,9369,,,,,,,False,,,,40,1996,916,2,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:sc,,,,SC,2,,S096,0.22,96.48,3.52
W000154,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/W000154.,John,W.,Warner,,1927-02-18,M,R,,,,,300099,,,14712,,,,,,,False,,,,17,1996,916,19,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:va,,,,VA,2,,S143,2.07,94.51,5.49
W000288,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/W000288.,Paul,D.,Wellstone,,1944-07-21,M,D,,,,,400566,,,15901,,,,,,,False,,,,5,1996,916,2,0,2019-10-07 09:24:22 -0400,ocd-division/country:us/state:mn,,,,MN,2,,S217,0.22,90.06,9.94
W000779,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000779.,Ron,,Wyden,,1949-05-03,M,D,,RonWyden,,senronwyden,300100,1962,27036,14871,N00007724,/m/0178p9,,https://www.wyden.senate.gov,,,False,,,,1,1998,295,0,0,2019-11-18 02:30:21 -0500,ocd-division/country:us/state:or,,,,OR,3,,S247,0.0,90.0,10.0
