id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
M000133,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000133.,Edward,J.,Markey,,1946-07-11,M,D,,SenMarkey,EdJMarkey,RepMarkey,400253,260,26900,14435,N00000270,/m/028vr4,H6MA07101,https://www.markey.senate.gov,,https://www.markey.senate.gov/contact,True,,,,11,2026,212,2,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:ma,255 Dirksen Senate Office Building,202-224-2742,,MA,2,junior,S369,0.94,94.74,5.26
M001198,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001198.,Roger,,Marshall,,1960-08-09,M,R,,SenatorMarshall,rogermarshallmd,,412704,103425,172080,21734,N00037034,/g/11c4btdtm1,H6KS01179,https://www.marshall.senate.gov,https://www.marshall.senate.gov/media/press-releases/feed/,https://www.marshall.senate.gov/contact/,True,,,,3,2026,212,1,0,2023-07-29 05:38:15 -0400,ocd-division/country:us/state:ks,479a Russell Senate Office Building,202-224-4774,,KS,2,junior,S411,0.47,89.95,10.05
M000355,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M000355.,Mitch,,McConnell,,1942-02-20,M,R,Senate Minority Leader,McConnellPress,mitchmcconnell,,300072,2351,53298,14921,N00003389,/m/01z6ls,S2KY00012,https://www.mcconnell.senate.gov,https://www.mcconnell.senate.gov/public/?a=RSS.Feed,https://www.mcconnell.senate.gov/public/index.cfm?p=contact,True,,,,39,2026,212,33,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:ky,317 Russell Senate Office Building,202-224-2541,,KY,2,senior,S174,15.57,83.15,16.85
M000639,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M000639.,Robert,,Menendez,,1954-01-01,M,D,,SenatorMenendez,senatormenendez,SenatorMenendezNJ,400272,29608,26961,29373,N00000699,/m/033d3p,H2NJ13075,https://www.menendez.senate.gov,,https://www.menendez.senate.gov/contact,True,,,,18,2024,212,6,0,2023-07-29 05:38:21 -0400,ocd-division/country:us/state:nj,528 Hart Senate Office Building,202-224-4744,,NJ,1,senior,S306,2.83,100.0,0.0
M001176,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001176.,Jeff,,Merkley,,1956-10-24,M,D,,SenJeffMerkley,jeffmerkley,SenatorJeffMerkley,412325,1029842,23644,40908,N00029303,/m/026k60f,S8OR00207,https://www.merkley.senate.gov,https://www.merkley.senate.gov/rss/feeds/,https://www.merkley.senate.gov/contact/,True,,,,15,2026,212,15,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:or,531 Hart Senate Office Building,202-224-3753,,OR,2,junior,S322,7.08,96.43,3.57
M000934,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M000934.,Jerry,,Moran,,1954-05-29,M,R,,JerryMoran,jerrymoran,senatorjerrymoran,400284,45469,542,29722,N00005282,/m/024s8t,H6KS01096,https://www.moran.senate.gov,https://www.moran.senate.gov/public/?a=rss.feed,,True,,,,13,2028,212,15,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:ks,,,,KS,3,senior,S347,7.08,83.59,16.41
M001190,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/M001190.,Markwayne,,Mullin,,1977-07-26,M,R,,RepMullin,RepMullin,,412568,1034045,135898,21355,N00033410,/m/0lq78pn,H2OK02083,,https://mullin.house.gov/news/rss.aspx,,True,,,,1,2026,212,7,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:ok,,,,OK,2,junior,S419,3.3,96.55,3.45
M001153,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001153.,Lisa,,Murkowski,,1957-05-22,F,R,,LisaMurkowski,SenLisaMurkowski,senatormurkowski,300075,1004138,15841,40300,N00026050,/m/0202kt,S4AK00099,https://www.murkowski.senate.gov,,,True,,,,23,2028,212,7,0,2023-07-29 05:38:13 -0400,ocd-division/country:us/state:ak,,,,AK,3,senior,S288,3.3,48.77,51.23
M001169,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/M001169.,Christopher,S.,Murphy,,1973-08-03,M,D,,senmurphyoffice,chrismurphyct,senchrismurphy,412194,1021270,17189,20707,N00027566,/m/0cy_dh,H6CT05124,https://www.murphy.senate.gov,,https://www.murphy.senate.gov/contact,True,,,,11,2024,212,1,0,2023-07-29 05:38:18 -0400,ocd-division/country:us/state:ct,136 Hart Senate Office Building,202-224-4041,,CT,1,junior,S364,0.47,97.62,2.38
M001111,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/M001111.,Patty,,Murray,,1950-10-11,F,D,Assistant Senate Majority Leader,PattyMurray,,SenatorPattyMurray,300076,25277,53358,49308,N00007876,/m/018qx5,S2WA00189,https://www.murray.senate.gov,https://www.murray.senate.gov/category/press-releases/feed/,,True,,,,31,2028,212,6,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:wa,,,,WA,3,senior,S229,2.83,99.51,0.49
O000174,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/O000174.,Jon,,Ossoff,,1987-02-16,M,D,,SenOssoff,,,456857,,176134,,N00040675,/g/11g6njlbw2,H8GA06195,https://www.ossoff.senate.gov,https://www.ossoff.senate.gov/media/press-releases/feed/,https://www.ossoff.senate.gov/contact-us/,True,,,,1,2026,212,0,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:ga,455 Russell Senate Office Building,202-224-3521,,GA,2,senior,S414,0.0,98.58,1.42
P000145,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000145.,Alex,,Padilla,,1973-03-22,M,D,,SenAlexPadilla,,,456856,,59742,,N00047888,/m/0749wj,S2CA00955,https://www.padilla.senate.gov,https://www.padilla.senate.gov/feed/,,True,,,,3,2028,212,5,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:ca,,,,CA,3,junior,S413,2.36,99.03,0.97
P000603,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/P000603.,Rand,,Paul,,1963-01-07,M,R,,RandPaul,SenatorRandPaul,SenatorRandPaul,412492,9265241,117285,41104,N00030836,/m/05pdb7q,S0KY00156,https://www.paul.senate.gov,,,True,,,,13,2028,212,3,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:ky,,,,KY,3,junior,S348,1.42,82.13,17.87
P000595,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/P000595.,Gary,,Peters,,1958-12-01,M,D,,SenGaryPeters,SenGaryPeters,RepGaryPeters,412305,50199,8749,20923,N00029277,/m/02x0lnt,H8MI09068,https://www.peters.senate.gov,,https://www.peters.senate.gov/contact/email-gary,True,,,,9,2026,212,0,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:mi,724 Hart Senate Office Building,202-224-6221,,MI,2,junior,S380,0.0,98.1,1.9
R000122,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000122.,Jack,,Reed,,1949-11-12,M,D,,SenJackReed,SenJackReed,SenatorReed,300081,24239,27060,29142,N00000362,/m/0202mc,S6RI00163,https://www.reed.senate.gov,,https://www.reed.senate.gov/contact/,True,,,,27,2026,212,0,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:ri,728 Hart Senate Office Building,202-224-4642,,RI,2,senior,S259,0.0,99.05,0.95
R000618,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000618.,Pete,,Ricketts,,1964-08-19,M,R,,,,,,,,,,,,https://www.ricketts.senate.gov/,,,True,,,,1,,212,8,0,2023-07-29 05:38:15 -0400,ocd-division/country:us/state:ne,,,,NE,2,,S423,3.77,93.07,6.93
R000584,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000584.,Jim,,Risch,,1943-05-03,M,R,,SenatorRisch,senatorjimrisch,SenatorJamesRisch,412322,1020034,2919,40902,N00029441,/m/06y9p0,S8ID00092,https://www.risch.senate.gov,https://www.risch.senate.gov/public/?a=rss.feed,https://www.risch.senate.gov/public/index.cfm?p=Email,True,,,,15,2026,212,15,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:id,483 Russell Senate Office Building,202-224-2752,,ID,2,junior,S323,7.08,94.39,5.61
R000615,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000615.,Mitt,,Romney,,1947-03-12,M,R,,SenatorRomney,,,412841,,21942,,N00000286,/m/0271_s,S8UT00176,https://www.romney.senate.gov,,https://www.romney.senate.gov/contact-senator-romney,True,,,,1,2024,212,2,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:ut,354 Russell Senate Office Building,202-224-5251,,UT,1,junior,S401,0.94,81.25,18.75
R000608,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/R000608.,Jacky,,Rosen,,1957-08-02,F,D,,SenJackyRosen,RepJackyRosen,,412715,104738,169471,21743,N00038734,/g/11cntnvwkg,H6NV03139,https://www.rosen.senate.gov,,https://www.rosen.senate.gov/contact_jacky,True,,,,5,2024,212,0,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:nv,713 Hart Senate Office Building,202-224-6244,,NV,1,junior,S402,0.0,95.26,4.74
R000605,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/R000605.,Mike,,Rounds,,1954-10-24,M,R,,SenatorRounds,SenatorMikeRounds,,412669,78317,7455,41505,N00035187,/m/020z2p,S4SD00049,https://www.rounds.senate.gov,,https://www.rounds.senate.gov/contact/email-mike,True,,,,9,2026,212,0,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:sd,716 Hart Senate Office Building,202-224-5842,,SD,2,junior,S381,0.0,81.9,18.1
R000595,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/R000595.,Marco,,Rubio,,1971-05-28,M,R,,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,412491,87599,1601,41102,N00030612,/m/0dpr5f,S0FL00338,https://www.rubio.senate.gov,https://www.rubio.senate.gov/public/?a=rss.feed,,True,,,,13,2028,212,6,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:fl,,,,FL,3,senior,S350,2.83,94.61,5.39
S000033,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000033.,Bernard,,Sanders,,1941-09-08,M,ID,,SenSanders,senatorsanders,senatorsanders,400357,994,27110,29147,N00000528,/m/01_gbv,H8VT01016,https://www.sanders.senate.gov,,https://www.sanders.senate.gov/contact/,True,,,,17,2024,212,26,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:vt,332 Dirksen Senate Office Building,202-224-5141,,VT,1,senior,S313,12.26,94.05,5.95
S001197,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001197.,Ben,,Sasse,,1972-02-22,M,R,,SenSasse,SenatorSasse,,412671,77429,150182,41503,N00035544,/m/0j5wk_6,S4NE00090,https://www.sasse.senate.gov/public,https://www.sasse.senate.gov/public/?a=rss.feed,https://www.sasse.senate.gov/public/index.cfm/email-ben,False,,,,9,2026,0,0,0,2023-07-29 05:37:57 -0400,ocd-division/country:us/state:ne,139 Russell Senate Office Building,202-224-4224,,NE,2,junior,S382,0.0,0.0,0.0
S001194,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S001194.,Brian,,Schatz,,1972-10-20,M,D,,SenBrianSchatz,SenBrianSchatz,senbrianschatz,412507,87784,17852,41112,N00028138,/m/0dd109,S4HI00136,https://www.schatz.senate.gov,,,True,,,,11,2028,212,2,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:hi,,,,HI,3,senior,S353,0.94,99.04,0.96
S001227,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S001227.,Eric,,Schmitt,,1975-06-20,M,R,,,,,456875,,,,,,S2MO00544,https://www.schmitt.senate.gov/,,,True,,,,1,2028,212,4,0,2023-07-29 05:38:15 -0400,ocd-division/country:us/state:mo,,,,MO,3,junior,S420,1.89,88.84,11.17
S000148,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S000148.,Charles,E.,Schumer,,1950-11-23,M,D,Senate Majority Leader,SenSchumer,senschumer,SenatorSchumer,300087,5929,26976,14858,N00001093,/m/01w74d,S8NY00082,https://www.schumer.senate.gov,,,True,,,,25,2028,212,2,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:ny,,,,NY,3,senior,S270,0.94,98.56,1.44
S001184,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/S001184.,Tim,,Scott,,1965-09-19,M,R,,SenatorTimScott,SenatorTimScott,SenatorTimScott,412471,623506,11940,21173,N00031782,/m/0c407g6,H0SC01279,https://www.scott.senate.gov,,,True,,,,11,2028,212,28,0,2023-07-29 05:38:18 -0400,ocd-division/country:us/state:sc,,,,SC,3,junior,S365,13.21,97.25,2.75
S001217,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001217.,Rick,,Scott,,1952-12-01,M,R,,SenRickScott,,,412838,,124204,,N00043290,/m/0btx2g,S8FL00273,https://www.rickscott.senate.gov,,https://www.rickscott.senate.gov/contact/contact,True,,,,1,2024,212,2,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:fl,502 Hart Senate Office Building,202-224-5274,,FL,1,junior,S404,0.94,96.15,3.85
S001181,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001181.,Jeanne,,Shaheen,,1947-01-28,F,D,,SenatorShaheen,SenatorShaheen,senatorshaheen,412323,22850,1663,40906,N00024790,/m/01rrm2,S0NH00219,https://www.shaheen.senate.gov,,https://www.shaheen.senate.gov/contact/contact-jeanne,True,,,,15,2026,212,11,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:nh,506 Hart Senate Office Building,202-224-2841,,NH,2,senior,S324,5.19,98.51,1.49
S001191,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001191.,Kyrsten,,Sinema,,1976-07-12,F,ID,,SenatorSinema,CongresswomanSinema,repsinema,412509,68489,28338,21300,N00033983,/m/03qnndb,H2AZ09019,https://www.sinema.senate.gov,,https://www.sinema.senate.gov/contact-kyrsten,True,,,,5,2024,212,1,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:az,317 Hart Senate Office Building,202-224-4521,,AZ,1,senior,S403,0.47,93.81,6.19
S001203,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001203.,Tina,,Smith,,1958-03-04,F,D,,SenTinaSmith,USSenTinaSmith,,412742,111313,152968,41706,N00042353,/m/0127xvy3,S8MN00578,https://www.smith.senate.gov,,https://www.smith.senate.gov/share-your-opinion/,True,,,,6,2026,212,0,0,2023-07-29 05:38:21 -0400,ocd-division/country:us/state:mn,720 Hart Senate Office Building,202-224-5641,,MN,2,junior,S394,0.0,99.53,0.47
S000770,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000770.,Debbie,,Stabenow,,1950-04-29,F,D,,SenStabenow,SenatorStabenow,senatorstabenow,300093,45451,515,29732,N00004118,/m/01xh64,S8MI00281,https://www.stabenow.senate.gov,,https://www.stabenow.senate.gov/contact,True,,,,23,2024,212,2,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:mi,731 Hart Senate Office Building,202-224-4822,,MI,1,senior,S284,0.94,99.04,0.96
S001198,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S001198.,Dan,,Sullivan,,1964-11-13,M,R,,SenDanSullivan,SenDanSullivan,,412665,1023262,114964,41500,N00035774,/m/07s4r4q,S4AK00214,https://www.sullivan.senate.gov,,https://www.sullivan.senate.gov/contact/email,True,,,,9,2026,212,12,0,2023-07-29 05:38:15 -0400,ocd-division/country:us/state:ak,302 Hart Senate Office Building,202-224-3004,,AK,2,junior,S383,5.66,92.93,7.07
T000464,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/T000464.,Jon,,Tester,,1956-08-21,M,D,,SenatorTester,senatortester,senatorjontester,412244,1020176,20928,40702,N00027605,/m/066cdp,S6MT00162,https://www.tester.senate.gov,https://www.tester.senate.gov/rss/,https://www.tester.senate.gov/?p=email_senator,True,,,,17,2024,212,0,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:mt,311 Hart Senate Office Building,202-224-2644,,MT,1,senior,S314,0.0,93.84,6.16
T000250,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000250.,John,,Thune,,1961-01-07,M,R,Senate Minority Whip,SenJohnThune,,johnthune,400546,45552,398,29754,N00004572,/m/03ybyn,S2SD00068,https://www.thune.senate.gov,https://www.thune.senate.gov/public/?a=RSS.Feed,,True,,,,19,2028,212,0,0,2023-07-29 05:38:16 -0400,ocd-division/country:us/state:sd,,,,SD,3,senior,S303,0.0,93.33,6.67
T000476,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000476.,Thom,,Tillis,,1960-08-30,M,R,,senthomtillis,SenatorThomTillis,,412668,77055,57717,41504,N00035492,/m/0fq0395,S4NC00162,https://www.tillis.senate.gov,,https://www.tillis.senate.gov/public/index.cfm/email-me,True,,,,9,2026,212,22,0,2023-07-29 05:38:13 -0400,ocd-division/country:us/state:nc,113 Dirksen Senate Office Building,202-224-6342,,NC,2,senior,S384,10.38,75.53,24.47
T000278,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000278.,Tommy,,Tuberville,,1954-09-18,M,R,,SenTuberville,,,456796,,188306,,N00044434,/m/04tmr4,S0AL00230,https://www.tuberville.senate.gov,https://www.tuberville.senate.gov/feed/?post_type=press_releases,https://www.tuberville.senate.gov/contact/contact-form/,True,,,,1,2026,212,15,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:al,142 Russell Senate Office Building,202-224-4124,,AL,2,senior,S412,7.08,94.39,5.61
V000128,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/V000128.,Chris,,Van Hollen,,1959-01-10,M,D,,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,400415,20756,6098,20330,N00013820,/m/025kb5,H2MD08126,https://www.vanhollen.senate.gov,,,True,,,,7,2028,212,2,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:md,,,,MD,3,junior,S390,0.94,98.56,1.44
V000137,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/V000137.,J.D.,,Vance,,1984-08-02,M,R,,,,,456876,,,,,,S2OH00436,https://www.vance.senate.gov/,,,True,,,,1,2028,212,7,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:oh,,,,OH,3,junior,S421,3.3,87.19,12.81
W000805,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/W000805.,Mark,,Warner,,1954-12-15,M,D,,MarkWarner,MarkRWarner,SenatorMarkWarner,412321,7630,535,40909,N00002097,/m/024mm1,S6VA00093,https://www.warner.senate.gov,https://www.warner.senate.gov/public/?a=RSS.Feed,https://www.warner.senate.gov/public/index.cfm?p=Contact,True,,,,15,2026,212,3,0,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:va,703 Hart Senate Office Building,202-224-2023,,VA,2,senior,S327,1.42,99.52,0.48
W000790,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000790.,Raphael,,Warnock,,1969-07-23,M,D,,SenatorWarnock,,,456858,,189794,,N00046489,/g/11b5lw9q73,S0GA00559,https://www.warnock.senate.gov,https://www.warnock.senate.gov/media/press-releases/feed/,,True,,,,3,2028,212,4,1,2023-07-29 05:38:20 -0400,ocd-division/country:us/state:ga,,,,GA,3,junior,S415,1.89,99.52,0.48
W000817,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000817.,Elizabeth,,Warren,,1949-06-22,F,D,,SenWarren,senatorelizabethwarren,senelizabethwarren,412542,1023023,141272,41301,N00033492,/m/01qh39,S2MA00170,https://www.warren.senate.gov,https://www.warren.senate.gov/rss/,https://www.warren.senate.gov/?p=email_senator,True,,,,11,2024,212,0,0,2023-07-29 05:38:17 -0400,ocd-division/country:us/state:ma,309 Hart Senate Office Building,202-224-4543,,MA,1,senior,S366,0.0,95.73,4.27
W000800,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000800.,Peter,,Welch,,1947-05-02,M,D,,PeterWelch,PeterWelch,reppeterwelch,412239,1019990,51272,20750,N00000515,/m/0db4gl,H6VT00160,,https://welch.house.gov/rss.xml,,True,,,,1,2028,212,4,0,2023-07-29 05:38:18 -0400,ocd-division/country:us/state:vt,,,,VT,3,junior,S422,1.89,97.1,2.9
W000802,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000802.,Sheldon,,Whitehouse,,1955-10-20,M,D,,SenWhitehouse,SenatorWhitehouse,SenatorWhitehouse,412247,92235,2572,40704,N00027533,/m/07qw94,S6RI00221,https://www.whitehouse.senate.gov,https://www.whitehouse.senate.gov/rss/feeds/?type=all&cachebuster=1,https://www.whitehouse.senate.gov/contact/email-sheldon,True,,,,17,2024,212,8,0,2023-07-29 05:38:21 -0400,ocd-division/country:us/state:ri,530 Hart Senate Office Building,202-224-2921,,RI,1,junior,S316,3.77,99.51,0.49
W000437,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000437.,Roger,,Wicker,,1951-07-05,M,R,,SenatorWicker,SenatorWicker,SenatorWicker,400432,18203,21926,29534,N00003280,/m/025xxb,H4MS01078,https://www.wicker.senate.gov,https://www.wicker.senate.gov/public/?a=rss.feed,https://www.wicker.senate.gov/public/index.cfm/contact,True,,,,17,2024,212,1,0,2023-07-29 05:38:15 -0400,ocd-division/country:us/state:ms,555 Dirksen Senate Office Building,202-224-6253,,MS,1,senior,S318,0.47,92.82,7.18
W000779,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000779.,Ron,,Wyden,,1949-05-03,M,D,,RonWyden,,senronwyden,300100,1962,27036,14871,N00007724,/m/0178p9,S6OR00110,https://www.wyden.senate.gov,,,True,,,,28,2028,212,1,0,2023-07-29 05:38:19 -0400,ocd-division/country:us/state:or,,,,OR,3,senior,S247,0.47,98.57,1.43
Y000064,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/Y000064.,Todd,,Young,,1972-08-24,M,R,,SenToddYoung,SenatorToddYoung,RepToddYoung,412428,1033743,120345,21133,N00030670,/m/0ds030m,H0IN09070,https://www.young.senate.gov,,,True,,,,7,2028,212,4,0,2023-07-29 05:38:14 -0400,ocd-division/country:us/state:in,,,,IN,3,senior,S391,1.89,79.13,20.87
