id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,senate_class,state_rank,lis_id
S000701,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/S000701.,John,Jackson,Sparkman,,,M,D,,,,,410172,,,8764,,,,,,,False,,,,15,,,,2013-04-12 20:11:47 -0400,ocd-division/country:us/state:al,,,,AL,2,,
S000852,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S000852.,John,Cornelius,Stennis,,1901-08-03,M,D,,,,,410315,,,8883,,,,,,,False,,,,14,,,,2013-04-12 20:11:53 -0400,ocd-division/country:us/state:ms,,,,MS,1,,
S001136,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/S001136.,William,Stuart,Symington,,1901-06-26,M,D,,,,,410586,,,9141,,,,,,,False,,,,9,,,,2013-04-12 20:11:46 -0400,ocd-division/country:us/state:mo,,,,MO,1,,
T000035,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/T000035.,Herman,Eugene,Talmadge,,1913-08-09,M,D,,,,,410624,,,9174,,,,,,,False,,,,5,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:ga,,,,GA,3,,
T000254,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000254.,Strom,,Thurmond,,1902-12-05,M,D,,,,,300157,,,9369,,,,,,,False,,,,6,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:sc,,,,SC,2,,S096
T000322,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/T000322.,John,Goodwin,Tower,,1925-09-29,M,R,,,,,410894,,,10823,,,,,,,False,,,,1,,,,2013-04-12 20:11:51 -0400,ocd-division/country:us/state:tx,,,,TX,2,,
W000465,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/W000465.,Alexander,,Wiley,,1884-05-26,M,R,,,,,411622,,,10110,,,,,,,False,,,,23,,,,2013-04-12 20:11:39 -0400,ocd-division/country:us/state:wi,,,,WI,3,,
W000502,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000502.,Harrison,Arlington,Williams,,1919-12-10,,D,,,,,411659,,,10147,,,,,,,False,,,,3,,,,2013-04-12 20:11:50 -0400,ocd-division/country:us/state:nj,,,,NJ,1,,
W000518,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/W000518.,John,James,Williams,,1904-05-17,M,R,,,,,411675,,,10163,,,,,,,False,,,,15,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:de,,,,DE,1,,
Y000006,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/Y000006.,Ralph,Webster,Yarborough,,1903-06-08,M,D,,,,,411940,,,10414,,,,,,,False,,,,4,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:tx,,,,TX,1,,
Y000053,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/Y000053.,Stephen,Marvin,Young,,1889-05-04,M,D,,,,,411985,,,10454,,,,,,,False,,,,3,,,,2013-04-12 20:11:44 -0400,ocd-division/country:us/state:oh,,,,OH,1,,
Y000047,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/Y000047.,Milton,Ruben,Young,,1897-12-06,M,R,,,,,411979,,,10450,,,,,,,False,,,,16,,,,2013-04-12 20:11:49 -0400,ocd-division/country:us/state:nd,,,,ND,3,,
